FID,Field1,FID_,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp,PassProb,FailProb,FailRank,FID_1,Inspection_1,DBA_Name,AKA_Name,License__1,Facility_T,Address,City,State,Zip_1,Latitude_1,Longitude_1,Violation_1,Risk1,Type_1,Pass1,d_13fail,d_cri14,d_sancom14
5146,7115,7114,1435177,2319798,Risk 1 (High),60622,41.902797090000000,-87.667330690000000,1,1,0,License,1937,ASHLAND,381.746199999999990,314.717300000000020,363.507400000000020,1449.643800000000100,1,95.18%,4.82%,5147,9437,1435177,PICANTE'S AUTHENTACO,PICANTE'S AUTHENTACO,2319798,Restaurant,1141 N ASHLAND AVE,CHICAGO,IL,60622,41.902797093499998,-87.667330694800000,1,1,License,1,346.213599999999990,314.718300000000000,225.387200000000010
5147,1242,1241,1439268,51243,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,425.120499999999990,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.18%,4.82%,5148,9385,1439268,AMERICA'S DOG,AMERICA'S DOG,51243,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,526.179099999999950
5148,4583,4582,1435119,2054652,Risk 1 (High),60610,41.911085149999998,-87.630632100000000,1,1,0,Canvass,2008,NORTH,277.815099999999970,781.342499999999970,412.976400000000010,431.254099999999990,1,95.18%,4.82%,5149,9478,1435119,QUEST FOOD MANAGEMENT SERVICES,LATIN SCHOOL,2054652,Restaurant,45 W NORTH BLVD,CHICAGO,IL,60610,41.911085151800002,-87.630632101499998,1,1,Canvass,1,1215.479700000000100,781.342499999999970,621.049499999999970
5149,1205,1204,1439346,48940,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,344.306100000000010,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.18%,4.82%,5150,7831,1439346,NAVY PIER BEER GARDEN,NAVY PIER BEER GARDEN,48940,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,226.151400000000000
5150,5396,5395,1441311,2146459,Risk 1 (High),60657,41.934911489999998,-87.644078840000006,1,1,0,Canvass,1899,2875,445.329900000000010,334.232199999999980,257.221299999999990,2106.019100000000000,1,95.18%,4.82%,5151,6365,1441311,WHEAT ' S END CAFE,WHEAT ' S END CAFE,2146459,Restaurant,2873 - 2875 N BROADWAY,CHICAGO,IL,60657,41.934911491699999,-87.644078835499997,1,1,Canvass,1,433.192700000000000,334.232500000000020,617.140300000000020
5151,7028,7027,1467324,2313695,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,License,1994,GRAND,290.567099999999980,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.18%,4.82%,5152,7818,1467324,JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,JIMMY BUFFET'S MARGARITAVILLE BAR & GRILL,2313695,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,License,1,0.000000000000000,1153.317200000000000,613.182500000000000
5152,6849,6848,1199343,2304325,Risk 1 (High),60611,41.898079920000001,-87.623945710000001,1,1,0,License,1976,MICHIGAN,141.255900000000000,528.620400000000020,387.200200000000000,1282.014699999999900,1,95.18%,4.82%,5153,11632,1199343,AMERICAN GIRL PLACE,,2304325,Restaurant,845 N MICHIGAN AVE,CHICAGO,IL,60611,41.898079920500003,-87.623945705699995,1,1,License,1,149.554499999999990,528.619699999999970,601.968300000000000
5153,1392,1391,1372474,64693,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Complaint,1994,GRAND,247.400700000000000,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.18%,4.82%,5154,10490,1372474,BUBBA GUMP SHRIMP CO RESTAURANT,BUBBA GUMP SHRIMP CO RESTAURANT,64693,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Complaint,1,0.000000000000000,1153.317200000000000,501.410799999999990
5154,1120,1119,1439269,44239,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,238.712300000000000,1153.316800000000100,1932.989900000000000,2969.459699999999900,1,95.18%,4.82%,5155,9387,1439269,THE GALLERY CARNELLI 'S DELI,THE GALLERY CARNELLI 'S DELI,44239,Restaurant,700 E GRAND AVE,CHICAGO,IL,60611,41.892249163400002,-87.609518048799998,1,1,Canvass,1,0.000000000000000,1153.317200000000000,377.805200000000010
5155,2602,2601,1092810,1576687,Risk 1 (High),60657,41.939465360000000,-87.678157119999995,1,1,0,Canvass,1901,BELMONT,80.775400000000005,478.186100000000010,258.751700000000030,1551.922399999999900,1,95.18%,4.82%,5156,12321,1092810,"TONY'S BURRITO MEX, INC","TONY'S BURRITO MEX, INC",1576687,Restaurant,1957 W BELMONT AVE,CHICAGO,IL,60657,41.939465355499998,-87.678157122599998,1,1,Canvass,1,972.225900000000020,478.185900000000000,1657.996400000000000
5156,7495,7494,1515520,2348704,Risk 2 (Medium),60636,41.783564190000000,-87.654455929999997,1,1,0,License,2008,RACINE,292.236200000000000,587.334200000000010,1060.266599999999900,2123.816800000000100,1,95.18%,4.82%,5157,24,1515520,WHAT'S COOKIN?,WHAT'S COOKIN?,2348704,Restaurant,6051 S RACINE AVE,CHICAGO,IL,60636,41.783564189800003,-87.654455925299999,1,1,License,1,1687.829500000000100,587.334200000000010,1060.266100000000100
5157,1092,1091,1473974,43079,Risk 1 (High),60629,41.778842939999997,-87.704382740000000,1,1,0,Canvass,1924,63RD,466.907600000000000,250.704500000000000,799.488799999999970,2943.040700000000000,1,95.18%,4.82%,5158,7197,1473974,PEPE'S MEXICAN RESTAURANT,PEPE'S MEXICAN RESTAURANT,43079,Restaurant,3231-3237 W 63RD ST,CHICAGO,IL,60629,41.778842937699999,-87.704382737800003,1,1,Canvass,1,989.314499999999950,250.704500000000000,488.851999999999980
5158,6056,6055,1488228,2233239,Risk 2 (Medium),60608,41.857845630000000,-87.670283639999994,1,1,0,Canvass,1889,18TH,231.274400000000010,586.871300000000020,395.314500000000010,2840.147800000000200,1,95.18%,4.82%,5159,6991,1488228,NITECAP COFFEE BAR LLC,NITECAP COFFEE BAR LLC,2233239,Restaurant,1738 W 18TH ST,CHICAGO,IL,60608,41.857845634000000,-87.670283641799998,1,1,Canvass,1,1364.719499999999900,586.871399999999990,532.657500000000030
5159,4053,4052,1199294,1974774,Risk 1 (High),60611,41.898079920000001,-87.623945710000001,1,1,0,Canvass,1976,MICHIGAN,78.282799999999995,528.620400000000020,387.200200000000000,1282.014699999999900,1,95.18%,4.82%,5160,12978,1199294,FRESHII,FRESHII,1974774,Restaurant,845 N MICHIGAN AVE,CHICAGO,IL,60611,41.898079920500003,-87.623945705699995,1,1,Canvass,1,149.554499999999990,528.619699999999970,595.955699999999980
5160,3800,3799,1228475,1932879,Risk 1 (High),60614,41.925937920000003,-87.649664580000007,1,1,0,Canvass,1920,LINCOLN,236.710500000000000,415.507700000000000,92.755099999999999,1483.088900000000000,1,95.18%,4.82%,5161,11919,1228475,LINCOLN HALL,LINCOLN HALL,1932879,Restaurant,2424-2426 N LINCOLN AVE,CHICAGO,IL,60614,41.925937921799999,-87.649664584999996,1,1,Canvass,1,198.507200000000010,415.507600000000020,215.895900000000010
5161,922,921,1493239,35117,Risk 2 (Medium),60643,41.702417169999997,-87.681345590000006,1,1,0,Canvass,1955,WESTERN,1769.436700000000000,1199.411800000000100,1782.575900000000000,4504.101300000000300,1,95.18%,4.82%,5162,5623,1493239,MR.SUBMARINE,MR.SUBMARINE,35117,Restaurant,10509 S WESTERN AVE,CHICAGO,IL,60643,41.702417170799997,-87.681345592200003,1,1,Canvass,1,2833.862099999999800,1199.412000000000000,406.725199999999970
5162,166,165,1493251,6282,Risk 1 (High),60613,41.961355320000003,-87.678305159999994,1,1,0,Canvass,1907,MONTROSE,482.980300000000000,210.517400000000010,594.389500000000000,1657.611100000000100,1,95.18%,4.82%,5163,5540,1493251,OAKWOOD '83,OAKWOOD '83,6282,Restaurant,1959 W MONTROSE AVE,CHICAGO,IL,60613,41.961355321299997,-87.678305159399997,1,1,Canvass,1,877.892799999999970,210.517300000000010,498.953899999999980
5163,6164,6163,1325030,2247144,Risk 2 (Medium),60612,41.873704119999999,-87.700864620000004,1,1,0,Canvass,1924,SACRAMENTO,762.348899999999960,503.872500000000000,604.506700000000020,1849.528900000000000,1,95.18%,4.82%,5164,8629,1325030,MAXWELL STREET SACRAMENTO,ORIGINAL MAXWELL STREET GRILL,2247144,Restaurant,601 S SACRAMENTO BLVD,CHICAGO,IL,60612,41.873704115000002,-87.700864617099995,1,1,Canvass,1,1273.808800000000000,503.871399999999990,210.458499999999990
5164,1874,1873,1325186,1198178,Risk 1 (High),60647,41.917458570000001,-87.685102639999997,1,1,0,Canvass,1888,OAKLEY,138.417100000000000,394.007999999999980,246.921799999999990,1931.619600000000000,1,95.18%,4.82%,5165,4015,1325186,FLOYD'S PUB,FLOYD'S PUB,1198178,Restaurant,1944 N OAKLEY AVE,CHICAGO,IL,60647,41.917458568400001,-87.685102641200004,1,1,Canvass,1,870.090799999999940,394.007999999999980,69.343800000000002
5165,2946,2945,1441268,1695172,Risk 1 (High),60657,41.937102719999999,-87.664861490000007,1,1,0,Canvass,1904,LINCOLN,899.061500000000020,632.592200000000050,277.240000000000010,1740.073100000000100,1,95.18%,4.82%,5166,7153,1441268,JIMMY JOHNS SANDWICH SHOPS,JIMMY JOHNS,1695172,Restaurant,3041 N LINCOLN AVE,CHICAGO,IL,60657,41.937102720399999,-87.664861489200007,1,1,Canvass,1,919.936500000000020,632.592300000000020,270.002000000000010
5166,2465,2464,1513200,1514960,Risk 2 (Medium),60615,41.802611239999997,-87.606564660000004,1,1,0,Canvass,1965,COTTAGE,255.675400000000000,461.719800000000020,385.518100000000000,2660.126200000000200,1,95.18%,4.82%,5167,243,1513200,SHARKS FISH & CHICKEN,SHARKS FISH & CHICKEN,1514960,Restaurant,5048 S COTTAGE GROVE AVE,CHICAGO,IL,60615,41.802611244200001,-87.606564664000004,1,1,Canvass,1,1606.923600000000100,461.719499999999980,385.517699999999990
5167,5363,5362,1296863,2141725,Risk 1 (High),60620,41.742577619999999,-87.633936930000004,1,1,0,Canvass,2008,STEWART,65.825500000000005,852.695299999999970,932.369199999999980,2611.443200000000200,1,95.19%,4.81%,5168,9329,1296863,JUDY'S,JUDY'S,2141725,Restaurant,8331 S STEWART AVE,CHICAGO,IL,60620,41.742577617300000,-87.633936930700003,1,1,Canvass,1,2739.253499999999800,852.694899999999960,638.041100000000030
5168,6077,6076,1395290,2240327,Risk 1 (High),60647,41.921843480000000,-87.697472070000003,1,0,0,License,1910,CALIFORNIA,66.966200000000001,627.724799999999960,191.408300000000000,1197.598400000000100,1,95.19%,4.81%,5169,13235,1395290,MASADA,MASADA,2240327,Restaurant,2204-2206 N CALIFORNIA AVE,CHICAGO,IL,60647,41.921843480800000,-87.697472068600007,0,1,License,1,262.177799999999990,627.724799999999960,468.968300000000000
5169,6183,6182,1460182,2252297,Risk 2 (Medium),60641,41.940292149999998,-87.727363380000000,1,1,0,Canvass,1925,PULASKI,1080.691700000000100,505.735599999999980,487.136700000000020,725.217300000000020,1,95.19%,4.81%,5170,8193,1460182,TAMARINDO LOCO,EL TAMARINDO LOCO,2252297,Restaurant,3240 N PULASKI RD,CHICAGO,IL,60641,41.940292152100000,-87.727363383300002,1,1,Canvass,1,1903.138400000000000,505.735999999999990,173.207900000000000
5170,5630,5629,1453609,2172617,Risk 2 (Medium),60605,41.874223129999997,-87.626139080000002,1,1,0,Canvass,2005,WABASH,196.470800000000000,393.312700000000010,1184.637700000000000,1863.927400000000000,1,95.19%,4.81%,5171,2167,1453609,BULLCHICKS,BULLCHICKS,2172617,Restaurant,606 S WABASH AVE,CHICAGO,IL,60605,41.874223128499999,-87.626139083400005,1,1,Canvass,1,66.749799999999993,393.312099999999990,779.594399999999950
5171,3177,3176,1453295,1800476,Risk 1 (High),60605,41.874262950000002,-87.626139980000005,1,1,0,Canvass,2005,Wabash,360.145800000000010,397.550799999999980,1189.409200000000100,1875.788600000000100,1,95.19%,4.81%,5172,9452,1453295,SUBWAY,SUBWAY,1800476,Restaurant,604 S Wabash AVE,CHICAGO,IL,60605,41.874262945700004,-87.626139979100003,1,1,Canvass,1,70.889399999999995,397.550500000000000,676.676000000000040
5172,583,582,1490267,23917,Risk 1 (High),60632,41.816190089999999,-87.701054889999995,1,1,0,Canvass,1917,ARCHER,79.778700000000001,430.081200000000020,251.692700000000000,2102.725899999999900,1,95.19%,4.81%,5173,6754,1490267,TAQUERIA LOS GALLOS 2 INC,TAQUERIA LOS GALLOS 2 INC,23917,Restaurant,4252-4254 S ARCHER AVE,CHICAGO,IL,60632,41.816190091700001,-87.701054889600002,1,1,Canvass,1,440.520600000000000,430.081700000000010,349.881700000000020
5173,3647,3646,1434540,1904141,Risk 1 (High),60632,41.804468260000000,-87.723632699999996,1,1,0,Canvass,1911,PULASKI,273.330899999999990,933.013900000000040,716.100599999999990,2567.208099999999800,1,95.19%,4.81%,5174,10265,1434540,ZARAGOZA RESTAURANT,ZARAGOZA RESTAURANT,1904141,Restaurant,4852 S PULASKI RD,CHICAGO,IL,60632,41.804468259300002,-87.723632700400003,1,1,Canvass,1,610.096000000000000,933.014000000000010,115.136399999999990
5174,4584,4583,1305604,2054767,Risk 1 (High),60623,41.844199279999998,-87.720280410000001,1,1,0,Canvass,1940,26TH,241.970000000000000,140.626100000000010,871.572300000000040,1881.976200000000100,1,95.19%,4.81%,5175,7494,1305604,BIRRIERIA PATINO OCOTLAN,BIRRIERIA PATINO OCOTLAN,2054767,Restaurant,3813 W 26TH ST,CHICAGO,IL,60623,41.844199279100003,-87.720280406699999,1,1,Canvass,1,2317.753200000000100,140.626200000000010,686.201599999999980
5175,7255,7254,1459770,2327226,Risk 3 (Low),60614,41.924249820000000,-87.639815940000005,1,0,0,License,1932,CLARK,909.142299999999980,494.356100000000030,202.441200000000010,1549.502500000000100,1,95.19%,4.81%,5176,8678,1459770,"DELI BOUTIQUE, WINE AND SPIRITS","DELI BOUTIQUE, WINE AND SPIRITS",2327226,Restaurant,2318 N CLARK ST,CHICAGO,IL,60614,41.924249820599996,-87.639815938900000,0,0,License,1,654.235999999999990,494.355999999999990,120.658300000000000
5176,2797,2796,1497158,1647518,Risk 1 (High),60614,41.932030230000002,-87.644519009999996,1,1,0,Canvass,1921,CLARK,407.738900000000000,613.745999999999980,55.813699999999997,1435.107000000000000,1,95.19%,4.81%,5177,3341,1497158,THE PEASANTRY,THE PEASANTRY,1647518,Restaurant,2723 N CLARK ST,CHICAGO,IL,60614,41.932030227500000,-87.644519010699995,1,1,Canvass,1,387.910599999999990,613.746399999999990,596.334500000000050
5177,4103,4102,1493317,1980200,Risk 1 (High),60625,41.973725500000000,-87.692020889999995,1,1,0,Canvass,1905,Lincoln,657.911100000000030,725.972899999999980,661.743799999999960,1464.640799999999900,1,95.19%,4.81%,5178,5471,1493317,LIBERO CAFE,ROYAL T,1980200,Restaurant,5074-5076 N Lincoln AVE,CHICAGO,IL,60625,41.973725498699999,-87.692020889700004,1,1,Canvass,1,405.046600000000010,725.972600000000060,348.221200000000010
5178,7254,7253,1459768,2327225,Risk 1 (High),60614,41.924249820000000,-87.639815940000005,1,1,0,License,1932,CLARK,864.392299999999980,494.356100000000030,202.441200000000010,1549.502500000000100,1,95.19%,4.81%,5179,8686,1459768,"DELI BOUTIQUE, WINE AND SPIRITS","DELI BOUTIQUE, WINE AND SPIRITS",2327225,Restaurant,2318 N CLARK ST,CHICAGO,IL,60614,41.924249820599996,-87.639815938900000,1,1,License,1,654.235999999999990,494.355999999999990,1100.452900000000000
5179,7408,7407,1501473,2340846,Risk 1 (High),60616,41.852950110000002,-87.632841459999995,1,0,0,License,1989,CERMAK,707.928199999999950,93.806799999999996,550.995000000000000,1596.461100000000000,1,95.19%,4.81%,5180,1826,1501473,AHJOOMAH'S APRON CORP.,AHJOOMAH'S APRON,2340846,Restaurant,218 W CERMAK RD,CHICAGO,IL,60616,41.852950109500000,-87.632841461100000,0,1,License,1,150.732800000000000,93.806700000000006,550.994900000000030
5180,3201,3200,1199432,1801885,Risk 1 (High),60661,41.881742099999997,-87.641419389999996,1,1,0,Canvass,1985,MADISON,710.166399999999950,1089.873000000000000,430.962200000000000,1078.900900000000100,1,95.19%,4.81%,5181,5635,1199432,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH WORKS,1801885,Restaurant,545 W MADISON ST,CHICAGO,IL,60661,41.881742104600001,-87.641419389299998,1,1,Canvass,1,390.369100000000000,1089.873100000000000,632.922199999999980
5181,3116,3115,1387571,1768801,Risk 2 (Medium),60619,41.736255460000002,-87.622917509999994,1,1,0,Canvass,1919,87TH,656.010599999999950,547.854799999999950,267.165100000000000,3894.853300000000200,1,95.19%,4.81%,5182,5923,1387571,McDonalds #6337,McDonalds#6337,1768801,Restaurant,29 E 87TH ST,CHICAGO,IL,60619,41.736255461799999,-87.622917508200004,1,1,Canvass,1,1868.553600000000000,547.854299999999970,344.545700000000010
5182,2875,2874,1453334,1676715,Risk 2 (Medium),60605,41.874342579999997,-87.626141770000004,1,1,0,Canvass,2005,WABASH,426.396599999999980,406.393899999999970,1199.357400000000100,1899.619899999999900,1,95.19%,4.81%,5183,8825,1453334,DUNKIN DONUTS BASKIN ROBBINS,DUNKIN DONUTS BASKIN ROBBINS,1676715,Restaurant,600 S WABASH AVE,CHICAGO,IL,60605,41.874342579999997,-87.626141770399997,1,1,Canvass,1,80.750000000000000,406.393800000000000,480.713000000000020
5183,6749,6748,1460130,2298719,Risk 1 (High),60608,41.857876539999999,-87.667899419999998,1,1,0,Canvass,1889,18TH,488.316599999999990,652.769000000000010,358.325899999999990,2854.532800000000000,1,95.19%,4.81%,5184,8250,1460130,BISTRO 180,BISTRO 180,2298719,Restaurant,1640 W 18TH ST,CHICAGO,IL,60608,41.857876540200003,-87.667899418700003,1,1,Canvass,1,974.948899999999980,652.769099999999980,68.021600000000007
5184,4153,4152,1325136,1986445,Risk 1 (High),60647,41.917589589999999,-87.698252900000000,1,1,0,Canvass,1903,ARMITAGE,64.640100000000004,409.271000000000020,91.599100000000007,1281.423900000000000,1,95.19%,4.81%,5185,5282,1325136,OSTERIA LANGHE,OSTERIA LANGHE,1986445,Restaurant,2824 W ARMITAGE AVE,CHICAGO,IL,60647,41.917589593599999,-87.698252898299998,1,1,Canvass,1,565.055399999999960,409.271099999999990,610.161700000000000
5185,7830,7829,1515514,2373513,Risk 1 (High),60609,41.815749340000004,-87.666125930000007,1,0,0,License,1936,43RD,114.374399999999990,540.032199999999990,764.966099999999980,2799.885900000000200,1,95.20%,4.80%,5186,17,1515514,TACOS DE CANASTA Y ANTOJITOS ORALE INC,TACOS DE CANASTA Y ANTOJITOS ORALE INC,2373513,Restaurant,1621 W 43RD ST,CHICAGO,IL,60609,41.815749343000000,-87.666125925000003,0,1,License,1,411.032100000000010,540.032900000000040,764.966099999999980
5186,5272,5271,1439261,2134588,Risk 1 (High),60611,41.899834920000004,-87.627799170000003,1,1,0,Canvass,2008,WALTON,445.021300000000000,393.650600000000000,380.191100000000010,602.187599999999970,1,95.20%,4.80%,5187,9516,1439261,WALDORF ASTORIA CHICAGO,WALDORF ASTORIA CHICAGO,2134588,Restaurant,11 E WALTON ST,CHICAGO,IL,60611,41.899834920700002,-87.627799172400003,1,1,Canvass,1,441.894400000000020,393.650800000000000,628.012299999999980
5187,3232,3231,1199286,1804575,Risk 1 (High),60611,41.892518299999999,-87.618502430000007,1,1,0,Canvass,2010,OHIO,356.351099999999970,218.988300000000010,581.612700000000020,1004.215700000000000,1,95.20%,4.80%,5188,13162,1199286,D4 IRISH PUB & CAFE,D4 IRISH PUB & CAFE,1804575,Restaurant,345 E OHIO ST,CHICAGO,IL,60611,41.892518300799999,-87.618502426899994,1,1,Canvass,1,371.469699999999990,218.987900000000000,283.010299999999970
5188,3306,3305,1372561,1822221,Risk 1 (High),60601,41.884607629999998,-87.625767470000000,1,1,0,Canvass,1937,RANDOLPH,228.422699999999990,539.940699999999990,238.755900000000000,2036.621500000000000,1,95.20%,4.80%,5189,7890,1372561,QDOBA MEXICAN GRILL,QDOBA MEXICAN GRILL,1822221,Restaurant,58 E RANDOLPH ST,CHICAGO,IL,60601,41.884607625599998,-87.625767465500005,1,1,Canvass,1,451.312500000000000,539.940200000000000,152.592800000000010
5189,3797,3796,1447355,1932619,Risk 1 (High),60606,41.880013429999998,-87.636572380000004,1,1,0,Canvass,2005,WACKER,256.386900000000030,1058.017300000000000,731.737399999999980,1104.754100000000100,1,95.20%,4.80%,5190,7340,1447355,AU BON PAIN,AU BON PAIN,1932619,Restaurant,125 S WACKER DR,CHICAGO,IL,60606,41.880013427100003,-87.636572384499999,1,1,Canvass,1,595.511999999999940,1058.018200000000000,211.151700000000010
5190,7756,7755,1447596,2363660,Risk 1 (High),60607,41.869216780000002,-87.662493889999993,1,1,0,License,1889,TAYLOR,410.944999999999990,433.962800000000020,589.734199999999990,3113.150400000000000,1,95.20%,4.80%,5191,549,1447596,BASCULE WINE BAR & AMERICAN BISTRO,,2363660,Restaurant,1421 W TAYLOR,CHICAGO,IL,60607,41.869216779699997,-87.662493890700006,1,1,License,1,1213.098099999999900,433.962899999999990,589.734199999999990
5191,1363,1362,1496463,61460,Risk 1 (High),60654,41.891083209999998,-87.646919890000007,1,1,1,Canvass,1879,GRAND,640.058599999999960,436.374700000000020,507.594400000000010,926.929700000000030,1,95.20%,4.80%,5192,4109,1496463,LA SCAROLA,LA SCAROLA,61460,Restaurant,721 W GRAND AVE,CHICAGO,IL,60654,41.891083210900000,-87.646919894199996,1,1,Canvass,1,1427.193299999999900,436.374500000000010,750.811799999999950
