FID,Field1,FID_,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp,PassProb,FailProb,FailRank,FID_1,Inspection_1,DBA_Name,AKA_Name,License__1,Facility_T,Address,City,State,Zip_1,Latitude_1,Longitude_1,Violation_1,Risk1,Type_1,Pass1,d_13fail,d_cri14,d_sancom14
7129,1631,1630,1459831,1044860,Risk 1 (High),60623,41.844069580000003,-87.729807469999997,1,1,1,Complaint,1909,26TH,338.782600000000000,438.627200000000020,186.953100000000010,2026.151300000000000,1,96.62%,3.38%,7130,8636,1459831,TAQUERIA LOS GALLOS INC,TAQUERIA LOS GALLOS,1044860,Restaurant,4209-4211 W 26TH ST,CHICAGO,IL,60623,41.844069583400000,-87.729807473700006,1,1,Complaint,1,1634.205500000000000,438.626199999999980,672.024800000000030
7130,86,85,1471402,2222,Risk 2 (Medium),60634,41.953286490000004,-87.767379070000004,1,1,0,Canvass,1955,IRVING,436.446700000000020,392.571399999999980,794.784099999999970,2587.157200000000100,1,96.62%,3.38%,7131,5558,1471402,LITTLE CAESAR PIZZA #1643,LITTLE CAESAR 'S PIZZA,2222,Restaurant,5608 W IRVING PARK RD,CHICAGO,IL,60634,41.953286485400000,-87.767379070100006,1,1,Canvass,1,561.289099999999960,392.571300000000010,517.328600000000050
7131,7008,7007,1307322,2309278,Risk 2 (Medium),60629,41.779376800000001,-87.722927510000005,1,1,0,License,1963,PULASKI,483.828399999999990,813.623399999999950,582.478799999999980,4385.742199999999700,1,96.62%,3.38%,7132,11464,1307322,IT'S A GOOD FEELING,IT'S A GOOD FEELING,2309278,Restaurant,6236 S PULASKI RD,CHICAGO,IL,60629,41.779376798700000,-87.722927513299993,1,1,License,1,834.790899999999970,813.623000000000050,224.713100000000000
7132,2675,2674,1325265,1595358,Risk 2 (Medium),60624,41.866290659999997,-87.724561769999994,1,1,0,Canvass,2006,ROOSEVELT,455.728400000000020,412.120299999999990,313.573600000000000,2366.626499999999900,1,96.62%,3.38%,7133,2432,1325265,CHICAGO STEAK & LEMONADE INC.,CHICAGO STEAK & LEMONADE INC.,1595358,Restaurant,3944 W ROOSEVELT RD,CHICAGO,IL,60624,41.866290655199997,-87.724561774700007,1,1,Canvass,1,1756.662000000000000,412.119800000000000,572.480900000000020
7133,3392,3391,1447270,1847167,Risk 1 (High),60607,41.869184750000002,-87.664509670000001,1,1,1,Canvass,1902,TAYLOR,212.778699999999990,462.952499999999990,637.876800000000000,3330.129899999999900,1,96.62%,3.38%,7134,9511,1447270,GOLDEN THAI,GOLDEN THAI,1847167,Restaurant,1509 W TAYLOR ST,CHICAGO,IL,60607,41.869184753500001,-87.664509673100000,1,1,Canvass,1,1105.671599999999900,462.953199999999980,323.286000000000000
7134,5729,5728,1395377,2185047,Risk 1 (High),60618,41.943080260000002,-87.680728430000002,1,1,1,Canvass,1893,ROSCOE,153.786700000000000,325.293600000000030,148.974200000000000,2019.907999999999900,1,96.63%,3.37%,7135,13072,1395377,BANH MI AND CO,BANH MI AND CO,2185047,Restaurant,2057 W ROSCOE ST,CHICAGO,IL,60618,41.943080262899997,-87.680728427899993,1,1,Canvass,1,221.956700000000010,325.293799999999980,419.240599999999970
7135,7060,7059,1391442,2314108,Risk 1 (High),60645,42.019416769999999,-87.684498340000005,1,0,0,License,1960,RIDGE,283.868200000000000,477.029699999999990,591.361499999999980,2702.076799999999800,1,96.63%,3.37%,7136,11427,1391442,SUNRISE AMERICAN CARIBBEAN RESTAURANT LLC,SUNRISE AMERICAN CARIBBEAN RESTAURANT LLC,2314108,Restaurant,7559 N RIDGE BLVD,CHICAGO,IL,60645,42.019416774299998,-87.684498342200001,0,1,License,1,1389.177899999999900,477.030899999999970,413.495099999999980
7136,6695,6694,1307682,2294053,Risk 1 (High),60629,41.779192119999998,-87.722922389999994,1,1,0,Canvass,1963,PULASKI,380.595800000000000,834.640499999999970,578.524199999999950,4387.379600000000200,1,96.63%,3.37%,7137,2970,1307682,CAMARON VAQUERO INC.,CAMARON VAQUERO INC.,2294053,Restaurant,6242 S PULASKI RD,CHICAGO,IL,60629,41.779192121299999,-87.722922392399994,1,1,Canvass,1,813.034899999999990,834.639900000000010,146.468899999999990
7137,924,923,1497667,35369,Risk 1 (High),60613,41.954060400000003,-87.677727090000005,1,1,1,Complaint,1902,IRVING,321.061800000000010,542.575799999999960,386.122400000000030,2055.985799999999900,1,96.63%,3.37%,7138,2844,1497667,BLUESTEM RESTAURANT,BLUESTEM RESTAURANT,35369,Restaurant,1935 W IRVING PARK RD,CHICAGO,IL,60613,41.954060404800003,-87.677727087600005,1,1,Complaint,1,413.818400000000000,542.574899999999960,250.058500000000010
7138,5470,5469,1513012,2152530,Risk 2 (Medium),60632,41.807661990000000,-87.731480270000006,1,1,0,Canvass,1962,47TH,187.743699999999990,565.067099999999980,375.606200000000000,3796.226200000000100,1,96.63%,3.37%,7139,326,1513012,SHOTAY'S  B V D INC,SHOTAY'S  B V D INC,2152530,Restaurant,4311 W 47TH ST,CHICAGO,IL,60632,41.807661993600000,-87.731480273100004,1,1,Canvass,1,1459.297600000000100,565.067500000000000,375.607199999999980
7139,2916,2915,1115220,1680468,Risk 1 (High),60655,41.691639549999998,-87.685376270000006,1,1,0,Canvass,1957,111TH,377.318400000000000,744.474900000000050,1033.663700000000100,6398.304400000000000,1,96.63%,3.37%,7140,11026,1115220,MARCO'S BEEF,MARCO'S BEEF,1680468,Restaurant,2547 W 111TH ST,CHICAGO,IL,60655,41.691639553300000,-87.685376274299998,1,1,Canvass,1,1883.883200000000000,744.476199999999950,41.358699999999999
7140,2816,2815,1490939,1648743,Risk 1 (High),60613,41.952237869999998,-87.677804109999997,1,1,1,Canvass,1912,BYRON,295.944999999999990,753.688999999999960,413.003899999999990,1892.236300000000000,1,96.63%,3.37%,7141,5927,1490939,SOLA RESTAURANT,SOLA RESTAURANT,1648743,Restaurant,1939-1943 W BYRON ST,CHICAGO,IL,60613,41.952237873599998,-87.677804105999996,1,1,Canvass,1,851.538599999999970,753.689200000000030,239.761500000000010
7141,3271,3270,1464408,1817656,Risk 2 (Medium),60645,42.019420969999999,-87.690025079999998,1,1,0,Canvass,2006,HOWARD,21087.105299999999000,991.340100000000010,1005.588700000000000,3009.966600000000200,1,96.63%,3.37%,7142,5318,1464408,STARBUCKS COFFEE #11751,STARBUCKS COFFEE #11751,1817656,Restaurant,2357 W HOWARD ST,CHICAGO,IL,60645,42.019420972399999,-87.690025077599998,1,1,Canvass,1,179.747199999999990,991.341099999999980,125.761799999999990
7142,6692,6691,1401698,2294005,Risk 1 (High),60647,41.916185700000000,-87.687523690000006,1,1,0,Canvass,2006,WESTERN,1053.831500000000000,467.084799999999970,120.304900000000000,2191.155400000000100,1,96.63%,3.37%,7143,11331,1401698,Belly Shack II,Belly Shack,2294005,Restaurant,1912 N WESTERN AVE,CHICAGO,IL,60647,41.916185700500002,-87.687523687699994,1,1,Canvass,1,510.160500000000010,467.084799999999970,495.352399999999990
7143,4611,4610,1372486,2059952,Risk 1 (High),60602,41.883422639999999,-87.628021649999994,1,1,1,Complaint,2009,STATE,694.688800000000010,461.774099999999980,487.710899999999980,1358.636199999999900,1,96.64%,3.36%,7144,10211,1372486,SIMPLY THALIA IN,SIMPLY THALIA,2059952,Restaurant,108 N STATE ST,CHICAGO,IL,60602,41.883422637000002,-87.628021652100003,1,1,Complaint,1,23.227499999999999,461.774600000000020,387.360400000000030
7144,6662,6661,1418250,2293465,Risk 1 (High),60659,41.997535339999999,-87.694821770000004,1,1,0,Canvass,1959,DEVON,409.740200000000020,468.817400000000020,308.013600000000000,2486.007000000000100,1,96.64%,3.36%,7145,9634,1418250,CHETTI NADU PALACE,CURRY BOWL,2293465,Restaurant,2601 W DEVON AVE,CHICAGO,IL,60659,41.997535340200002,-87.694821770199994,1,1,Canvass,1,206.429100000000010,468.817400000000020,773.022500000000040
7145,6647,6646,1401733,2293042,Risk 1 (High),60624,41.885533549999998,-87.725952910000004,1,1,0,Canvass,2007,PULASKI,1038.513300000000100,947.530200000000040,372.690999999999970,2230.796100000000000,1,96.64%,3.36%,7146,11376,1401733,SUBWAY,SUBWAY,2293042,Restaurant,304 N PULASKI RD,CHICAGO,IL,60624,41.885533551000002,-87.725952906800003,1,1,Canvass,1,1374.271700000000000,947.530200000000040,479.228599999999970
7146,4325,4324,1424325,2013241,Risk 1 (High),60630,41.968181219999998,-87.743933949999999,1,1,0,Canvass,1924,LAWRENCE,447.421299999999970,707.021600000000030,278.470000000000030,2785.711200000000200,1,96.64%,3.36%,7147,7573,1424325,HALA IN,HALA IN,2013241,Restaurant,4624 W LAWRENCE AVE,CHICAGO,IL,60630,41.968181220500000,-87.743933946699997,1,1,Canvass,1,1905.738400000000000,707.021499999999950,83.687299999999993
7147,6774,6773,1401699,2299090,Risk 1 (High),60647,41.916185700000000,-87.687523690000006,1,0,0,License,2006,WESTERN,691.329100000000040,467.084799999999970,120.304900000000000,2191.155400000000100,1,96.64%,3.36%,7148,11333,1401699,Belly Shack II,Belly Shack,2299090,Restaurant,1912 N WESTERN AVE,CHICAGO,IL,60647,41.916185700500002,-87.687523687699994,0,1,License,1,510.160500000000010,467.084799999999970,214.859500000000000
7148,7212,7211,1459311,2326569,Risk 1 (High),60644,41.880183119999998,-87.761319020000002,1,1,0,License,1917,MADISON,296.803999999999970,436.847399999999990,365.542500000000020,3657.966500000000000,1,96.64%,3.36%,7149,9194,1459311,SUPER CHI CHI RESTAURANT INC,SUPER CHI CHI RESTAURANT,2326569,Restaurant,5431 W MADISON ST,CHICAGO,IL,60644,41.880183118399998,-87.761319023100000,1,1,License,1,1199.111500000000000,436.848099999999990,530.455100000000020
7149,106,105,1490488,3643,Risk 1 (High),60618,41.953332510000003,-87.718791719999999,1,1,0,Canvass,2007,ELSTON,84.366200000000006,400.717400000000000,411.533099999999990,1735.599200000000100,1,96.64%,3.36%,7150,6546,1490488,GUEY LON RESTAURANT,GUEY LON RESTAURANT,3643,Restaurant,3968 N ELSTON AVE,CHICAGO,IL,60618,41.953332508099997,-87.718791722899994,1,1,Canvass,1,1653.599099999999900,400.717199999999990,472.019900000000010
7150,908,907,1447276,34515,Risk 1 (High),60606,41.881967469999999,-87.635165439999994,1,1,1,Canvass,1990,FRANKLIN,526.903299999999940,394.650500000000020,353.381599999999990,1515.099800000000000,1,96.64%,3.36%,7151,9266,1447276,ALONTI CAFE,ALONTI CAFE,34515,Restaurant,1 N FRANKLIN ST,CHICAGO,IL,60606,41.881967467000003,-87.635165442800002,1,1,Canvass,1,536.888500000000020,394.651099999999990,134.565499999999990
7151,5548,5547,1385417,2157629,Risk 1 (High),60639,41.924153179999998,-87.744391789999995,1,1,0,Canvass,2006,FULLERTON,486.939000000000020,571.172199999999980,709.268000000000030,2061.068900000000200,1,96.64%,3.36%,7152,7245,1385417,KFC,KENTUCKY FRIED CHICKEN,2157629,Restaurant,4713-4717 W FULLERTON AVE,CHICAGO,IL,60639,41.924153175000001,-87.744391787599994,1,1,Canvass,1,1765.377600000000000,571.172199999999980,377.628600000000010
7152,2608,2607,1424340,1577395,Risk 1 (High),60630,41.968177539999999,-87.744207869999997,1,1,0,Canvass,1924,LAWRENCE,733.587499999999980,712.769699999999940,288.265600000000010,2818.373200000000000,1,96.64%,3.36%,7153,7214,1424340,KICKOFF SPORTS BAR,KICKOFF SPORTS BAR,1577395,Restaurant,4630 W LAWRENCE AVE,CHICAGO,IL,60630,41.968177544800000,-87.744207869099995,1,1,Canvass,1,1945.210399999999900,712.769099999999980,517.459700000000000
7153,3868,3867,1151950,1943566,Risk 1 (High),60609,41.794424050000003,-87.644438719999997,1,1,1,Canvass,2005,GARFIELD,346.653799999999990,653.815200000000000,512.940100000000030,2094.953500000000100,1,96.65%,3.35%,7154,12387,1151950,SUBWAY SANDWICHES,SUBWAY SANDWICHES,1943566,Restaurant,742 W GARFIELD BLVD,CHICAGO,IL,60609,41.794424047200003,-87.644438715000007,1,1,Canvass,1,2608.229899999999800,653.815799999999970,691.230199999999970
7154,1959,1958,1471435,1270793,Risk 1 (High),60634,41.937519559999998,-87.766606960000004,1,1,0,Canvass,1943,CENTRAL,345.384500000000000,505.571500000000010,588.097200000000040,2789.487500000000200,1,96.65%,3.35%,7155,4843,1471435,MARTINI CLUB AT MANOR BOWLING & BILLIARD,MARTINI CLUB AT MANOR BOWLING AND BILLIARD,1270793,Restaurant,3124 N CENTRAL AVE,CHICAGO,IL,60634,41.937519559300000,-87.766606961299999,1,1,Canvass,1,655.086900000000010,505.571500000000010,808.471400000000020
7155,2645,2644,1434280,1592391,Risk 1 (High),60634,41.940000630000000,-87.766696609999997,1,1,0,Canvass,1926,CENTRAL,368.235200000000020,749.304999999999950,522.210600000000000,3018.190700000000100,1,96.65%,3.35%,7156,10608,1434280,RETRO CAFE RESTAURANT,RETRO CAFE RESTAURANT,1592391,Restaurant,3246 N CENTRAL AVE,CHICAGO,IL,60634,41.940000630800000,-87.766696605600004,1,1,Canvass,1,1089.967100000000100,749.304899999999980,183.485099999999990
7156,6899,6898,1389320,2307827,Risk 2 (Medium),60644,41.870826010000002,-87.744767640000006,1,1,0,License,1996,CICERO,611.778099999999990,482.603200000000020,252.954500000000000,2243.897300000000100,1,96.65%,3.35%,7157,12643,1389320,HOT N SPICY GRILL CHICKEN,,2307827,Restaurant,749 S CICERO AVE,CHICAGO,IL,60644,41.870826014400002,-87.744767638799999,1,1,License,1,1393.211200000000000,482.603900000000010,184.594500000000010
7157,4580,4579,1434579,2054578,Risk 1 (High),60623,41.843909949999997,-87.734129580000001,1,1,1,Canvass,1909,KOSTNER,756.880599999999960,855.532500000000030,465.487799999999990,2353.671300000000000,1,96.65%,3.35%,7158,10228,1434579,PIZZERIA AND RESTAURANT ANTHONY,PIZZERIA AND RESTAURANT ANTHONY,2054578,Restaurant,2605 S KOSTNER AVE,CHICAGO,IL,60623,41.843909947800000,-87.734129578799994,1,1,Canvass,1,2275.025099999999800,855.532199999999990,487.711500000000000
7158,5945,5944,1395827,2217108,Risk 1 (High),60634,41.952933799999997,-87.777227550000006,1,1,0,Canvass,1925,IRVING,176.136699999999990,362.941599999999990,379.813300000000030,2630.801399999999800,1,96.65%,3.35%,7159,12496,1395827,LAS TARASCAS DE MORELIA,LAS TARASCAS DE MORELIA,2217108,Restaurant,6011 W IRVING PARK RD,CHICAGO,IL,60634,41.952933795299998,-87.777227549800003,1,1,Canvass,1,1868.368199999999900,362.941800000000000,242.647699999999990
7159,3723,3722,1473417,1914553,Risk 2 (Medium),60641,41.953440250000000,-87.736028419999997,1,1,0,Canvass,1992,IRVING,223.228100000000010,368.476499999999990,970.883100000000010,2511.416099999999900,1,96.65%,3.35%,7160,7838,1473417,DUNKIN DONUTS,DUNKIN DONUTS,1914553,Restaurant,4313 W IRVING PARK RD,CHICAGO,IL,60641,41.953440247499998,-87.736028423999997,1,1,Canvass,1,3088.389500000000200,368.476800000000030,1932.990600000000100
7160,930,929,1464483,35588,Risk 2 (Medium),60645,42.006851240000003,-87.690260600000002,1,1,0,Canvass,2007,WESTERN,500.269999999999980,509.481699999999990,540.104699999999980,1792.437600000000000,1,96.65%,3.35%,7161,3554,1464483,MC DONALD'S,MC DONALD'S,35588,Restaurant,6900 N WESTERN AVE,CHICAGO,IL,60645,42.006851237600003,-87.690260604499997,1,1,Canvass,1,1364.810800000000000,509.482599999999990,294.484300000000020
7161,2078,2077,1329744,1332365,Risk 1 (High),60639,41.924918200000000,-87.766171439999994,1,1,0,Canvass,1972,CENTRAL,420.687000000000010,821.051299999999970,590.099900000000050,2322.065200000000000,1,96.65%,3.35%,7162,11171,1329744,TACO & BURRITO HOUSE,TACO & BURRITO HOUSE,1332365,Restaurant,2430 N CENTRAL AVE,CHICAGO,IL,60639,41.924918199499999,-87.766171441099999,1,1,Canvass,1,796.514900000000010,821.051399999999940,732.611999999999970
7162,5367,5366,1324933,2141879,Risk 1 (High),60612,41.871853710000003,-87.686036849999994,1,1,1,Canvass,1879,WESTERN,481.345100000000000,295.055400000000020,173.087999999999990,3028.653699999999800,1,96.66%,3.34%,7163,11077,1324933,Damenzo's,Damenzo's,2141879,Restaurant,741 S WESTERN AVE,CHICAGO,IL,60612,41.871853705200003,-87.686036845900006,1,1,Canvass,1,1000.271600000000000,295.055700000000000,625.359500000000030
7163,6132,6131,1464277,2246291,Risk 1 (High),60645,42.019407870000002,-87.688216780000005,1,1,0,Canvass,1969,HOWARD,312.039699999999980,1216.308900000000000,955.721599999999970,2924.119400000000000,1,96.66%,3.34%,7164,8448,1464277,KIZIN CREOLE RESTAURANT,KIZIN CREOLE,2246291,Restaurant,2311 W HOWARD ST,CHICAGO,IL,60645,42.019407874000002,-87.688216783800002,1,1,Canvass,1,425.971700000000000,1216.309400000000100,508.943899999999990
7164,3170,3169,1401268,1799983,Risk 1 (High),60707,41.930872669999999,-87.805581570000001,1,1,0,Canvass,1956,DIVERSEY,1011.978700000000000,1137.786700000000100,896.669999999999960,2449.372300000000000,1,96.66%,3.34%,7165,11914,1401268,TAQUERIA LA FIESTA,TAQUERIA LA FIESTA,1799983,Restaurant,7146 W DIVERSEY AVE,CHICAGO,IL,60707,41.930872667800003,-87.805581565300002,1,1,Canvass,1,1723.548500000000100,1137.786100000000000,947.177199999999970
7165,4142,4141,1389398,1985500,Risk 1 (High),60644,41.880238630000001,-87.757001970000005,1,1,0,Canvass,1929,Madison,246.375000000000000,528.060899999999950,291.458399999999980,3412.647199999999900,1,96.66%,3.34%,7166,10567,1389398,See Thru Chinese Kitchen,See Thru Chinese Kitchen,1985500,Restaurant,5249 W Madison ST,CHICAGO,IL,60644,41.880238632599998,-87.757001969900003,1,1,Canvass,1,1885.002500000000100,528.061299999999960,112.267799999999990
7166,604,603,1474131,25082,Risk 1 (High),60616,41.830783660000002,-87.635295780000007,1,1,1,Canvass,1989,35TH,410.944999999999990,1222.337199999999900,1333.349400000000100,3170.165300000000100,1,96.66%,3.34%,7167,6956,1474131,CHICAGO WHITE SOX LTD,BARDS ROOM KITCHEN/PRESS/INVESTOR DINING ROOMS,25082,Restaurant,333 W 35TH ST,CHICAGO,IL,60616,41.830783662300000,-87.635295783000004,1,1,Canvass,1,2583.030999999999900,1222.336700000000100,208.394399999999990
7167,711,710,1424304,29132,Risk 1 (High),60630,41.970731870000002,-87.744192069999997,1,1,0,Canvass,1924,ELSTON,392.501700000000030,309.172800000000000,570.966800000000030,3184.146900000000200,1,96.66%,3.34%,7168,7957,1424304,SUNNYDAY TAP,SUNNYDAY TAP,29132,Restaurant,4953 N ELSTON AVE,CHICAGO,IL,60630,41.970731870900003,-87.744192066300002,1,1,Canvass,1,2241.439400000000200,309.172599999999990,616.714799999999970
7168,5283,5282,1439292,2134819,Risk 1 (High),60607,41.869205579999999,-87.663164449999996,0,1,1,Canvass,1911,TAYLOR,225.332500000000010,437.300700000000010,575.229400000000060,3178.039600000000100,1,96.66%,3.34%,7169,8973,1439292,LITO'S EMPANADAS II LLC,LITO'S EMPANADAS II,2134819,Restaurant,1437 W TAYLOR ST,CHICAGO,IL,60607,41.869205579000003,-87.663164447400007,1,1,Canvass,0,1177.271700000000000,437.300599999999970,257.267600000000020
7169,6397,6396,1329704,2271192,Risk 1 (High),60639,41.931303249999999,-87.755454850000007,1,1,0,License,1930,DIVERSEY,202.336099999999990,323.081999999999990,436.538400000000020,3122.918700000000200,1,96.66%,3.34%,7170,12128,1329704,LA KORITA,La Korita,2271192,Restaurant,5137 W DIVERSEY AVE,CHICAGO,IL,60639,41.931303250399999,-87.755454846000006,1,1,License,1,1139.696700000000000,323.081999999999990,306.560900000000000
7170,5411,5410,1401609,2146642,Risk 1 (High),60613,41.954208739999999,-87.666847270000005,0,1,1,Canvass,1923,IRVING,387.883199999999990,336.098299999999990,555.511100000000060,2069.689500000000000,1,96.66%,3.34%,7171,11476,1401609,CITY FARMS,CITY FARMS,2146642,Restaurant,1467 W IRVING PARK RD,CHICAGO,IL,60613,41.954208736600002,-87.666847265000001,1,1,Canvass,0,681.501399999999990,336.097300000000020,412.317900000000010
7171,3806,3805,1395780,1933456,Risk 2 (Medium),60620,41.750189339999999,-87.672985839999996,1,1,1,Complaint,2005,DAMEN,145.561299999999990,420.438100000000020,187.621600000000000,1802.058500000000100,1,96.66%,3.34%,7172,12537,1395780,THE GREAT STEAK & POTATO COMPANY,THE GREAT STEAK & POTATO COMPANY,1933456,Restaurant,7901 S DAMEN AVE,CHICAGO,IL,60620,41.750189342299997,-87.672985839800006,1,1,Complaint,1,583.598600000000030,420.438100000000020,194.096100000000010
7172,3735,3734,1491073,1915583,Risk 1 (High),60625,41.979628230000003,-87.708922139999999,1,1,0,Canvass,1966,KEDZIE,206.586400000000000,495.516300000000000,769.980400000000030,2935.300400000000100,1,96.67%,3.33%,7173,5830,1491073,CHICAGO SOCCER RESTAURANT,CHICAGO SOCCER RESTAURANT,1915583,Restaurant,5404 N KEDZIE AVE,CHICAGO,IL,60625,41.979628229100001,-87.708922135999998,1,1,Canvass,1,1145.127700000000000,495.517100000000030,561.507100000000040
7173,257,256,1497290,9571,Risk 1 (High),60618,41.954759039999999,-87.688634769999993,1,1,1,Canvass,1908,WESTERN,1153.034799999999900,729.999500000000010,510.955800000000010,2037.222299999999900,1,96.67%,3.33%,7174,3191,1497290,THAI ROOM RESTAURANT INC.,THAI ROOM RESTAURANT,9571,Restaurant,4022 N WESTERN AVE,CHICAGO,IL,60618,41.954759040100001,-87.688634765700002,1,1,Canvass,1,1221.906999999999900,729.999400000000040,467.207400000000010
7174,254,253,1434419,9523,Risk 1 (High),60707,41.931339549999997,-87.806366760000003,1,1,0,Canvass,1958,HARLEM,418.218200000000020,1185.027399999999900,1039.417300000000100,2556.583500000000200,1,96.67%,3.33%,7175,10367,1434419,RISTORANTE AGOSTINO,RISTORANTE AGOSTINO,9523,Restaurant,2817 N HARLEM AVE,CHICAGO,IL,60707,41.931339545199997,-87.806366763100002,1,1,Canvass,1,1817.080400000000100,1185.027300000000000,560.412100000000010
7175,632,631,1464416,26164,Risk 1 (High),60626,42.001742020000002,-87.678419120000001,1,1,1,Canvass,1965,RIDGE,488.384000000000010,948.331000000000020,983.871700000000030,1088.246599999999900,1,96.67%,3.33%,7176,5006,1464416,S & C ELECTRIC COMPANY,S & C ELECTRIC COMPANY,26164,Restaurant,6601 N RIDGE BLVD,CHICAGO,IL,60626,42.001742018300000,-87.678419123599994,1,1,Canvass,1,1385.555800000000100,948.330299999999970,777.312099999999990
7176,1089,1088,1497227,42945,Risk 2 (Medium),60643,41.684412790000003,-87.681071050000000,1,1,0,Canvass,1956,WESTERN,318.320200000000000,815.427400000000030,1672.472900000000000,7382.262499999999800,1,96.67%,3.33%,7177,3301,1497227,NICKY'S DRIVE - THRU,NICKY'S DRIVE - THRU,42945,Restaurant,11500 S WESTERN AVE,CHICAGO,IL,60643,41.684412788700001,-87.681071049300002,1,1,Canvass,1,2938.804200000000000,815.427500000000010,692.659599999999950
7177,4225,4224,1464353,1998810,Risk 1 (High),60626,42.008000129999999,-87.666870829999993,1,1,1,Canvass,1932,MORSE,653.678300000000040,320.069099999999990,325.189599999999980,1120.006800000000100,1,96.67%,3.33%,7178,6566,1464353,GRILL INN,GRILL INN,1998810,Restaurant,1422 W MORSE AVE,CHICAGO,IL,60626,42.008000127199999,-87.666870832599997,1,1,Canvass,1,178.525800000000000,320.068600000000000,273.918499999999990
7178,5463,5462,1199550,2152397,Risk 2 (Medium),60661,41.884187509999997,-87.641119669999995,1,0,1,Canvass,2000,CLINTON,837.586300000000050,799.347800000000010,698.989600000000000,1672.906099999999900,1,96.67%,3.33%,7179,2744,1199550,"OH, OLIVE",,2152397,Restaurant,131 N CLINTON ST,CHICAGO,IL,60661,41.884187507100002,-87.641119666799995,0,1,Canvass,1,670.398299999999950,799.348200000000020,698.990000000000010
7179,4637,4636,1408248,2064121,Risk 1 (High),60647,41.924751319999999,-87.691800950000001,1,1,1,Canvass,1889,FULLERTON,422.096400000000020,871.292299999999950,69.679199999999994,2109.448800000000100,1,96.67%,3.33%,7180,5276,1408248,PAPA RAY'S PIZZA & WINGS,PAPA RAY'S PIZZA & WINGS,2064121,Restaurant,2551 W FULLERTON AVE,CHICAGO,IL,60647,41.924751316699997,-87.691800948099996,1,1,Canvass,1,980.345599999999990,871.292100000000000,362.493200000000000
7180,114,113,1434369,3726,Risk 2 (Medium),60707,41.932207499999997,-87.806396649999996,1,1,0,Canvass,1958,HARLEM,1068.971700000000100,1326.683600000000100,1058.138700000000000,2593.509000000000000,1,96.67%,3.33%,7181,10442,1434369,GEO'S PIZZA INC,GEO'S PIZZA INC,3726,Restaurant,2849 N HARLEM AVE,CHICAGO,IL,60707,41.932207501100002,-87.806396647800000,1,1,Canvass,1,1954.112599999999900,1326.683700000000000,1073.260399999999900
7181,5228,5227,1107115,2130340,Risk 1 (High),60640,41.965310629999998,-87.655781219999994,1,1,1,Canvass,1906,WILSON,688.918000000000010,596.489299999999960,214.958699999999990,2058.316899999999800,1,96.67%,3.33%,7182,10123,1107115,LAKE LANGANO ETHIOPIAN-CHINE,LAKE LANGANO ETHIOPIAN-CHINE,2130340,Restaurant,1023 W WILSON AVE,CHICAGO,IL,60640,41.965310627199997,-87.655781217799998,1,1,Canvass,1,598.725400000000040,596.489600000000000,426.995799999999970
7182,7657,7656,1497727,2358628,Risk 2 (Medium),60643,41.721080590000000,-87.679961649999996,1,1,0,License,2005,95th,533.381600000000050,366.016599999999980,633.624800000000050,4854.370700000000400,1,96.67%,3.33%,7183,2686,1497727,DOMINO'S PIZZA,DOMINOS PZZA,2358628,Restaurant,2306 W 95th ST,CHICAGO,IL,60643,41.721080594100002,-87.679961646699994,1,1,License,1,1431.912700000000100,366.017600000000020,560.014800000000040
7183,1482,1481,1401390,74883,Risk 1 (High),60618,41.943296210000000,-87.680941120000000,1,1,1,Canvass,1899,ROSCOE,456.020800000000010,343.966000000000010,156.848099999999990,2022.156900000000000,1,96.67%,3.33%,7184,11745,1401390,VICTORY'S BANNER RESTAURANT,VICTORY'S BANNER RESTAURANT,74883,Restaurant,2100 W ROSCOE ST,CHICAGO,IL,60618,41.943296210699998,-87.680941115300001,1,1,Canvass,1,250.010200000000000,343.966099999999980,328.245400000000020
7184,5633,5632,1459415,2172667,Risk 1 (High),60707,41.923657079999998,-87.801656519999995,1,1,0,Canvass,1956,GRAND,266.515100000000020,578.942099999999980,512.751899999999980,2152.733600000000000,1,96.67%,3.33%,7185,9122,1459415,Taqueria Y Restaurant Don Ramon,Taqueria y Restaurant Don Ramon,2172667,Restaurant,7020 W GRAND AVE,CHICAGO,IL,60707,41.923657083000002,-87.801656519800005,1,1,Canvass,1,1286.008399999999900,578.942699999999950,362.389500000000000
7185,5059,5058,1329707,2114597,Risk 2 (Medium),60639,41.915710150000002,-87.745907750000001,1,1,1,Canvass,1907,CICERO,680.526500000000060,707.764599999999970,718.902199999999990,1919.454700000000000,1,96.67%,3.33%,7186,11921,1329707,NORTHSTAR COFFEE,NORTHSTAR COFFEE,2114597,Restaurant,1919 N CICERO AVE,CHICAGO,IL,60639,41.915710145600002,-87.745907754499996,1,1,Canvass,1,1461.149699999999900,707.764500000000000,441.472699999999970
7186,5885,5884,1460207,2202572,Risk 1 (High),60618,41.961239669999998,-87.713076619999995,1,1,1,Canvass,1927,MONTROSE,456.887299999999980,446.175000000000010,239.289600000000010,950.960799999999950,1,96.67%,3.33%,7187,8554,1460207,LONCHERA MICHOACANA,LONCHERA MICHOACANA,2202572,Restaurant,3358 W MONTROSE AVE,CHICAGO,IL,60618,41.961239670600001,-87.713076618000002,1,1,Canvass,1,1184.352400000000000,446.175000000000010,732.969200000000000
