FID,Inspection,DBA_Name,AKA_Name,License__,Facility_T,Address,City,State,Zip,Latitude,Longitude,Violation,Risk1,Type,Pass1,d_13fail,d_cri14,d_sancom14
112,1464664,CILANTRO  THAI  KITCHEN,CILANTRO  THAI  KITCHEN,2083683,Restaurant,1509 W DEVON AVE,CHICAGO,IL,60660,41.997995652800000,-87.668224259300004,1,1,Canvass,1,266.601099999999970,589.542599999999990,295.540300000000000
113,1439648,SUBWAY SANDWICH,SUBWAY SANDWICH,1948632,Restaurant,630 S CLARK ST,CHICAGO,IL,60605,41.873925279700003,-87.630803401300000,1,1,Consultation,1,220.751399999999990,572.490599999999970,167.677899999999990
114,1515350,PERENNIAL,PERENNIAL  VIBRANT,1840678,Restaurant,1800 N LINCOLN AVE,CHICAGO,IL,60614,41.915496787499997,-87.634314407100007,0,1,Consultation,1,1208.696600000000000,849.692900000000010,293.447499999999990
115,1515326,MC DONALD'S,MC DONALD'S,65404,Restaurant,5253 S PULASKI RD,CHICAGO,IL,60632,41.797109735399999,-87.723124350500001,1,1,Short Form Complaint,1,891.064399999999980,737.562400000000030,331.092400000000000
116,1383479,GOOD STUFF EATERY,GOOD STUFF EATERY,2364260,Restaurant,22 S WABASH AVE,CHICAGO,IL,60603,41.881528372600002,-87.626342525400005,0,1,License,0,159.721499999999990,263.354400000000000,229.113800000000000
117,1383480,CORNER BAKERY CAFE,CORNER BAKERY CAFE,1649363,Restaurant,56 W RANDOLPH ST,CHICAGO,IL,60601,41.884590838999998,-87.629997485700002,1,1,Short Form Complaint,1,386.048099999999980,628.564100000000050,584.079200000000010
118,1515330,SUBWAY,SUBWAY,2093693,Restaurant,1252 S HALSTED ST,CHICAGO,IL,60607,41.865599403300003,-87.647017859700000,1,1,Canvass,0,606.735599999999980,1184.822699999999900,798.035499999999960
119,1515328,ORIGINAL FERRARA INC,ORIGINAL FERRARA INC,3799,Restaurant,2210 W TAYLOR ST,CHICAGO,IL,60612,41.869146874400002,-87.681859417499993,1,1,Canvass,1,894.418499999999990,619.769699999999940,621.121999999999960
120,1383481,PETTERINO'S,PETTERINO'S,1069817,Restaurant,150 N DEARBORN ST,CHICAGO,IL,60601,41.884508977800003,-87.629605630800000,1,1,Complaint,1,422.705300000000020,573.920399999999970,550.287000000000030
121,1515334,CHICAGO CAFFE,CHICAGO CAFE,2354409,Restaurant,2600 W 35TH ST,CHICAGO,IL,60632,41.830296068000003,-87.690058613500000,1,1,License,0,3064.134500000000100,616.971199999999950,730.384800000000040
122,1385834,LA FLOR DE ACAPULCO INC,LA FLOR DE ACAPULCO INC,26892,Restaurant,6021 W GRAND AVE,CHICAGO,IL,60639,41.920619155300002,-87.776549214900001,1,1,Canvass Re-Inspection,1,226.785400000000010,619.632200000000010,452.666099999999970
123,1383482,PETTERINO'S,PETTERINO'S BANQUET,1069820,Restaurant,50 W RANDOLPH ST,CHICAGO,IL,60601,41.884591796300001,-87.629797980000006,1,1,Canvass,1,403.176400000000000,600.125900000000000,564.171100000000020
124,1387812,JOE'S CHICKEN,JOE'S CHICKEN,2263991,Restaurant,8211 S COTTAGE GROVE AVE,CHICAGO,IL,60619,41.745425337400000,-87.604926721300004,1,1,Complaint,0,145.979999999999990,263.689399999999980,308.031600000000030
125,1515335,CHINA GARDEN,CHINA GARDEN # 2,2129223,Restaurant,13328 S BALTIMORE AVE,CHICAGO,IL,60633,41.652794756600002,-87.547299208200002,1,1,Canvass Re-Inspection,1,2872.781700000000000,667.465299999999960,576.160700000000020
126,1515336,POPEYS LOUISIANA KITCHEN,POPEY'S CHICKEN,2256369,Restaurant,1251 S HALSTED ST,CHICAGO,IL,60607,41.865664978900000,-87.646725977100004,1,1,Canvass,1,585.542299999999950,1165.186799999999900,751.933099999999970
127,1515338,MERMAID FISH & CHICKEN,MERMAID FISH & CHICKEN,2298688,Restaurant,5360 W DIVISION ST,CHICAGO,IL,60651,41.902304746600002,-87.760658262600003,1,1,Canvass,1,2164.402900000000000,298.401299999999990,372.762700000000000
128,1515342,ZACATACOS,ZACATACOS,50551,Restaurant,5925 S PULASKI RD,CHICAGO,IL,60629,41.785076490300000,-87.722790648699998,1,1,Suspected Food Poisoning,1,2037.256900000000100,629.225400000000040,163.521400000000000
129,1515345,WENDY'S #001106,WENDY'S,6775,Restaurant,3610 N WESTERN AVE,CHICAGO,IL,60618,41.947100686500001,-87.688413719400003,1,1,Canvass,1,619.576199999999970,428.582800000000020,569.954700000000000
130,1515399,OUTDOOR CAFE,OUTDOOR CAFE,2364363,Restaurant,3257 W BRYN MAWR AVE,CHICAGO,IL,60659,41.982931133599998,-87.711152512699996,1,1,License,1,1389.545599999999900,404.510100000000020,392.703100000000010
131,1515356,LA ESPERANZA DEL MANANA,LA ESPERANZA DEL MANANA,2093922,Restaurant,2824 W 55TH ST,CHICAGO,IL,60632,41.793780472700000,-87.694960276600000,1,1,Canvass,1,1097.484099999999900,398.900500000000020,439.476299999999980
132,1464660,LAS FRESAS,LAS FRESAS,2247279,Restaurant,7057 N CLARK ST,CHICAGO,IL,60626,42.010675486099998,-87.674166684200003,1,1,Canvass,1,281.607599999999990,935.747600000000030,373.269700000000000
133,1515353,FRESHA PLACE, ,2360019,Restaurant,171 W RANDOLPH ST,CHICAGO,IL,60601,41.884361877499998,-87.633164537599995,0,1,License,0,488.055700000000000,295.803699999999990,155.048599999999990
134,1447616,"MEZZA GRILLED WRAPS AND PITA, INC","MEZZA GRILLED WRAPS AND PITA, INC",1596616,Restaurant,2 N RIVERSIDE PLZ,CHICAGO,IL,60606,41.881977047600003,-87.638875839899995,1,1,Canvass,1,144.302300000000000,1020.680300000000000,795.926000000000040
135,1515258,Iguana Cafe,Iguana Cafe,1092172,Restaurant,517-519 N HALSTED ST,CHICAGO,IL,60642,41.891754039600002,-87.647493344799997,1,1,Canvass,1,1369.687600000000000,432.917899999999970,578.434200000000030
136,1515263,BANH MI BA GET,BANH MI BA GET,2369036,Restaurant,214 W VAN BUREN ST,CHICAGO,IL,60607,41.876949124600003,-87.634159342700002,1,1,License Re-Inspection,0,319.325800000000020,689.901200000000020,551.367700000000010
137,1515266,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH WORKS,1869180,Restaurant,48 E ROOSEVELT RD,CHICAGO,IL,60605,41.867544427600002,-87.625568619000006,1,1,Canvass,1,213.352800000000000,299.085100000000010,581.616899999999990
138,1515272,MARMALADE CHICAGO,MARMALADE CHICAGO,78239,Restaurant,1969 W MONTROSE AVE,CHICAGO,IL,60613,41.961352019200000,-87.678717190699999,1,1,Canvass,1,945.000300000000040,316.539400000000000,625.776799999999980
139,1515275,GEPADE CAFFE,GEPADE CAFFE,2269483,Restaurant,60 E ADAMS ST,CHICAGO,IL,60603,41.879645907099999,-87.625485351400002,1,1,Canvass,1,262.544899999999980,825.750499999999990,545.455799999999950
140,1515274,BREAKFAST HOUSE RESTAURANT INC.,BREAKFAST HOUSE RESTAURANT,2196316,Restaurant,1800 W GRAND AVE,CHICAGO,IL,60622,41.891011186500002,-87.672147458500007,1,1,Canvass,1,1428.227500000000000,278.297500000000010,231.827699999999990
141,1515277,BJ'S MARKET & BAKERY,BJ'S MARKET & BAKERY,55054,Restaurant,8734 S STONY ISLAND AVE,CHICAGO,IL,60617,41.735859575699997,-87.585771611799998,1,1,Complaint Re-Inspection,1,279.372300000000000,518.729100000000020,563.608899999999950
142,1515278,FRONT YARD JERK GRILLE,FRONT YARD JERK GRILLE,2363188,Restaurant,74 E 71ST ST,CHICAGO,IL,60619,41.765682327100002,-87.622015789900004,1,1,License,1,1670.527100000000000,175.506599999999990,261.913200000000020
143,1515289,SHANGHAI INN RESTAURANT,SHANGHAI INN RESTAURANT,1577622,Restaurant,4723 N DAMEN AVE,CHICAGO,IL,60625,41.967614958900000,-87.679005794399998,1,1,Canvass,1,1065.662300000000000,410.705699999999980,564.587099999999960
144,1387807,BABA'S STEAK & LEMONADE,BABA'S STEAK & LEMONADE,1766349,Restaurant,7100 S MICHIGAN AVE,CHICAGO,IL,60619,41.765485411800000,-87.621834351100006,1,1,Complaint,1,1689.215400000000000,213.469200000000000,186.599500000000010
145,1515293,YES,YES,1276903,Restaurant,5211 N DAMEN AVE,CHICAGO,IL,60625,41.976395044900002,-87.679267239200001,1,1,Canvass,1,2198.514999999999900,595.928800000000020,233.000300000000010
146,1515295,BILLY'S PRIME FISH & HOAGY,BILLY'S PRIME FISH & HOAGY,2036283,Restaurant,8022 S HALSTED ST,CHICAGO,IL,60620,41.748104055600002,-87.644115131600003,1,1,Canvass Re-Inspection,1,2466.224700000000200,487.388800000000000,325.588900000000020
147,1515305,LOMAS RESTAURANT,LOMAS RESTAURANT,2368847,Restaurant,3141 W 63RD ST,CHICAGO,IL,60629,41.778874221599999,-87.702313555000003,1,1,License Re-Inspection,1,718.020499999999970,198.722199999999990,350.247999999999990
148,1515304,HAUTE SAUSAGE,HAUTE SAUSAGE,2290163,Restaurant,337 S FRANKLIN ST,CHICAGO,IL,60606,41.877213192200003,-87.635040628300004,1,1,Canvass,1,153.519900000000010,768.612899999999970,461.906600000000030
149,1441670,"PUESTO SANDWICH STAND, INC",PUESTO SANDWICH,2373594,Restaurant,3349 N SHEFFIELD AVE,CHICAGO,IL,60657,41.943197684200001,-87.654059548399999,0,1,License,0,181.624300000000010,321.757099999999980,582.485199999999960
150,1515294,WASABI CAFE,WASABI CAFE,2083473,Restaurant,3902-3910 N LINCOLN AVE,CHICAGO,IL,60613,41.952396534899997,-87.677693517799995,1,1,Complaint,1,809.582900000000000,742.388600000000000,361.569200000000020
151,1325385,STAR GYROS,STAR GYROS,50600,Restaurant,3400 W ROOSEVELT RD,CHICAGO,IL,60624,41.866457268900000,-87.710667331699995,1,1,Short Form Complaint,1,2195.188000000000100,455.717100000000020,418.830499999999970
152,1515306,KENTUCKY FRIED CHICKEN 521040,KENTUCKY FRIED CHICKEN 521040,1816811,Restaurant,8307 S SOUTH CHICAGO AVE,CHICAGO,IL,60617,41.744227983000002,-87.575261463499999,1,1,Short Form Complaint,1,2269.037699999999900,278.306300000000020,788.184700000000020
153,1418737,EINSTEIN BROS BAGELS # 1363,EINSTEIN BROS BAGELS,1223716,Restaurant,5318 N CLARK ST,CHICAGO,IL,60640,41.978684540099998,-87.668466732599995,1,1,Complaint Re-Inspection,1,261.456900000000020,352.081399999999970,384.860999999999990
154,1515311,"MERLA'S KITCHEN, LLC",MERLA'S KITCHEN,1980376,Restaurant,5207 N Kimball AVE,CHICAGO,IL,60625,41.975952355700002,-87.713407964300004,1,1,Canvass,1,609.549899999999980,422.069399999999970,521.863100000000030
155,1441669,PAUL'S NOODLE SHOP,PAUL'S NOODLE SHOP,2368906,Restaurant,3400 N SHEFFIELD AVE,CHICAGO,IL,60657,41.943611364699997,-87.654368905300004,1,1,License,0,167.379899999999990,374.962300000000030,543.753100000000020
156,1515315,"PIEROGI HEAVEN, INC",PIEROGI HEAVEN,2278220,Restaurant,329 S FRANKLIN ST,CHICAGO,IL,60606,41.877397073899999,-87.635043414600005,1,1,Canvass,1,138.534899999999990,762.577300000000040,498.226499999999990
157,1515319,PIZZA HUT,PIZZA HUT,2113397,Restaurant,8849 S STONY ISLAND AVE,CHICAGO,IL,60617,41.733699561000002,-87.584987715899999,1,1,Canvass,1,872.396700000000010,392.350700000000020,712.588100000000050
158,1515243,STARBUCKS COFFEE,STARBUCKS COFFEE,2157525,Restaurant,200 S MICHIGAN AVE FL,CHICAGO,IL,60604,41.879489328699997,-87.624498124900001,1,1,Canvass,1,258.255999999999970,1022.532100000000000,770.690299999999980
159,1515206,BURGER KING #7674,BURGER KING #7674,1473524,Restaurant,2000 W 47TH ST,CHICAGO,IL,60609,41.808618522300002,-87.674818013600003,1,1,Complaint Re-Inspection,1,807.051100000000020,374.444300000000000,455.314300000000000
160,1515209,BURGER KING #14476,BURGER KING,2232352,Restaurant,6950 S PULASKI RD,CHICAGO,IL,60629,41.766201554500000,-87.722593657499999,1,1,Canvass,0,243.541200000000000,516.370800000000030,204.877399999999990
161,1387805,DAT DONUT,DAT DONUT,38856,Restaurant,8251 S COTTAGE GROVE AVE,CHICAGO,IL,60619,41.744290285300004,-87.604896237800006,1,1,Canvass,1,383.901000000000010,304.047500000000010,435.876399999999990
162,1515210,REAL COMFORT AMERICAN KITCHEN, ,2284667,Restaurant,1045 W MADISON ST,CHICAGO,IL,60607,41.881571263100000,-87.653807897899995,1,1,Canvass,1,576.722700000000030,524.756300000000010,358.145400000000000
163,1199668,TOPPERS PIZZA,TOPPERS PIZZA,2125304,Restaurant,120 S HALSTED ST,CHICAGO,IL,60607,41.879821521399997,-87.647448480600005,1,1,Canvass Re-Inspection,1,547.386799999999990,732.040899999999970,692.019099999999980
164,1515212,HOLLYWOOD GRILL,HOLLYWOOD GRILL,44712,Restaurant,1601 W NORTH AVE,CHICAGO,IL,60622,41.910519635299998,-87.667749686299999,1,1,Complaint,1,1695.550800000000000,359.940900000000000,172.647899999999990
165,1515218,LOU MITCHELL'S,LOU MITCHELL'S,30743,Restaurant,565 W JACKSON BLVD,CHICAGO,IL,60661,41.877904218600001,-87.642194824000001,1,1,Short Form Complaint,0,894.983299999999990,360.306899999999980,927.703399999999990
166,1515222,MCDONALDS,MCDONALDS,1445833,Restaurant,740 E 47TH ST,CHICAGO,IL,60653,41.809628697900003,-87.607369737900001,1,1,Canvass,1,954.730099999999990,581.041399999999950,445.951100000000000
167,1515223,SUBWAY SANDWICHES #22222,SUBWAY SANDWICHES #22222,86985,Restaurant,1427 W MONTROSE AVE,CHICAGO,IL,60613,41.961523824700002,-87.666039855600005,1,1,Canvass,1,1312.409200000000100,485.326000000000020,629.554499999999960
168,1515229,OLD TOWN SCHOOL OF FOLK MUSIC,OLD TOWN SCHOOL OF FOLK MUSIC,30958,Restaurant,4544 N LINCOLN AVE,CHICAGO,IL,60625,41.964292842100001,-87.685882189500006,1,1,Canvass,1,776.849600000000010,434.019000000000010,743.017200000000000
169,1325381,DUNKIN DONUTS,DUNKIN DONUTS,1574657,Restaurant,1713 W POLK ST,CHICAGO,IL,60612,41.871466924400004,-87.669736289699998,1,1,Canvass,1,1685.228300000000000,1373.825599999999900,1050.397099999999900
170,1515230,PETEY'S,PETEY'S,2294492,Restaurant,250 W 47TH ST,CHICAGO,IL,60609,41.809202235100003,-87.632861030000001,1,1,Canvass,1,1909.076000000000000,1344.703400000000100,237.876700000000000
171,1199669,I DREAM OF FALAFEL,I DREAM OF FALAFEL,2092894,Restaurant,555 W MONROE ST,CHICAGO,IL,60661,41.880447908800001,-87.641838975300004,1,1,Canvass Re-Inspection,1,733.264599999999970,973.945000000000050,596.103600000000030
172,1515231,LEE'S WOK,LEE'S WOK,2120556,Restaurant,1437 W MONTROSE AVE,CHICAGO,IL,60613,41.961519135000003,-87.666419675000000,1,1,Canvass,1,1274.600200000000100,422.428299999999980,626.156200000000010
173,1515235,THE HAPPY CRAB,THE HAPPY CRAB,2269815,Restaurant,810 W JACKSON BLVD,CHICAGO,IL,60607,41.878049631099998,-87.647741478200004,1,1,Canvass,1,75.910799999999995,323.814500000000010,703.204100000000040
174,1480457,BURGER KING #11967,BURGER KING #11967,1473493,Restaurant,2401 W OGDEN AVE,CHICAGO,IL,60608,41.864646729599997,-87.686002512200005,1,1,Complaint,1,1784.722600000000100,891.610599999999980,319.139700000000000
175,1515236,CITY PIZZA,CITY PIZZA,2333820,Restaurant,111 W JACKSON BLVD,CHICAGO,IL,60604,41.878034428299998,-87.631171406999997,1,1,Canvass,1,452.161700000000000,675.832700000000050,669.031600000000030
176,1515237,CHICAGO BRAUHAUS INC,CHICAGO BRAUHAUS,7244,Restaurant,4732 N LINCOLN AVE,CHICAGO,IL,60625,41.967360907600003,-87.687913982200001,1,1,Canvass,1,391.997900000000020,510.999000000000020,419.197200000000010
177,1515238,TNT PIZZA & BEEF,TNT PIZZA & BEEF,1573995,Restaurant,601 W ROOT ST,CHICAGO,IL,60609,41.818878259700000,-87.640997280099995,1,1,Canvass,1,3785.888899999999900,1112.785300000000000,438.337899999999990
178,1325382,SBARRO'S,SBARRO'S,8069,Restaurant,1717 W POLK ST,CHICAGO,IL,60612,41.871465050499999,-87.669884445199997,1,1,Canvass,1,1692.038800000000000,1395.652200000000000,1066.577100000000000
179,1515239,CHINESE YUM YUM,CHINESE YUM YUM,2032813,Restaurant,809 W JACKSON BLVD,CHICAGO,IL,60607,41.877831344900002,-87.647648347599997,1,1,Canvass,1,113.428900000000000,274.565299999999980,673.880400000000010
180,1480458,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN DONUTS/BASKIN ROBBINS,1473123,Restaurant,2401 W OGDEN AVE,CHICAGO,IL,60608,41.864646729599997,-87.686002512200005,1,1,Complaint,1,1784.722600000000100,891.610599999999980,319.139700000000000
181,1515240,OIISTAR,OIISTAR,2146279,Restaurant,1385 N MILWAUKEE AVE,CHICAGO,IL,60622,41.907072425999999,-87.672068360799997,1,1,Complaint,1,328.574599999999980,326.522100000000020,331.081000000000020
182,1515242,CONNIE'S PIZZA,CONNIE'S PIZZA,2247256,Restaurant,1030 N STATE ST,CHICAGO,IL,60610,41.901463414900000,-87.628481371500001,1,1,Canvass,1,143.764800000000010,548.441699999999970,302.884099999999990
183,1199670,"PANDA EXPRESS, INC",PANDA EXPRESS,1649699,Restaurant,113 S CLINTON ST,CHICAGO,IL,60661,41.880144356000002,-87.640992972500001,1,1,Canvass,1,726.954100000000040,979.536500000000050,662.086500000000000
184,1515247,SPENCER'S JOLLY POSH FOODS,SPENCER'S JOLLY POSH FOODS,2303910,Restaurant,3755 N SOUTHPORT AVE,CHICAGO,IL,60613,41.950458472800001,-87.663964158900001,1,1,Canvass,1,1352.607900000000000,584.038000000000010,410.356200000000000
185,1515251,SUBWAY,SUBWAY,2002747,Restaurant,3510 S ASHLAND AVE,CHICAGO,IL,60609,41.830125066400001,-87.665705822199996,1,1,Canvass,1,2750.208700000000100,768.005099999999970,888.664700000000040
186,1515250,ODGE'S RESTAURANT,ODGE'S RESTAURANT,2348486,Restaurant,730 N DAMEN AVE,CHICAGO,IL,60622,41.895001368199999,-87.677171101699997,1,1,License Re-Inspection,1,356.029100000000030,450.300599999999970,346.952099999999970
187,1435252,PERENNIAL,PERENNIAL  VIBRANT,1840678,Restaurant,1800 N LINCOLN AVE,CHICAGO,IL,60614,41.915496787499997,-87.634314407100007,1,1,Complaint Re-Inspection,1,1208.696600000000000,849.692900000000010,293.447499999999990
188,1447613,SOUTH BRANCH,SOUTH BRANCH,2065037,Restaurant,100 S WACKER DR,CHICAGO,IL,60606,41.880557025100003,-87.637131776100006,1,1,Canvass,1,622.880099999999970,1049.777399999999900,728.006399999999990
189,1325383,TAKOZ,TAKOZ,2060638,Restaurant,2229 W TAYLOR ST,CHICAGO,IL,60612,41.868920797100003,-87.682382964400006,1,1,Canvass,1,761.439499999999950,486.444700000000010,562.998399999999950
190,1515255,ZAPATISTA,ZAPATISTA,1592999,Restaurant,1307 S WABASH AVE,CHICAGO,IL,60605,41.865517449400002,-87.625648057999996,1,1,Canvass Re-Inspection,1,182.238900000000000,248.408999999999990,108.436899999999990
191,1515256,CHOP SUEY HUANG,CHOP SUEY HUANG,1769408,Restaurant,5202 N LINCOLN AVE,CHICAGO,IL,60625,41.975976089900001,-87.692494222500002,1,1,Canvass,1,937.209700000000000,790.371999999999960,421.839099999999970
192,1515257,BURGER KING #8312,BURGER KING,2232346,Restaurant,7222 S STONY ISLAND AVE,CHICAGO,IL,60649,41.763491055999999,-87.586406645300002,1,1,Short Form Complaint,1,2813.730000000000000,201.198900000000010,572.480900000000020
193,1453691,CELLARS MARKET,CELLARS MARKET,18241,Restaurant,141 W JACKSON BLVD,CHICAGO,IL,60604,41.878025655300000,-87.632062286299998,1,1,Short Form Complaint,1,437.184300000000010,624.186100000000010,812.647200000000000
194,1441663,ANN SATHER RESTAURANT,ANN SATHER RESTAURANT,1874185,Restaurant,909 W BELMONT AVE,CHICAGO,IL,60657,41.939833319000002,-87.651954645100005,1,1,Canvass,1,277.573600000000000,306.867300000000000,470.394200000000010
195,1515254,GARLIC & CHILI THAI CUISINE,GARLIC & CHILI THAI CUISINE,68311,Restaurant,1232 N LA SALLE DR,CHICAGO,IL,60610,41.904841451199999,-87.633101127000003,1,1,Canvass,1,384.671699999999990,609.609600000000000,396.886199999999970
196,1447614,LA QUINTA INN & SUITES,LA QUINTA INN & SUITES,1953529,Restaurant,1 S FRANKLIN ST,CHICAGO,IL,60606,41.881902750499997,-87.635164059800005,1,1,Canvass,1,540.165200000000030,400.207100000000030,344.416200000000000
197,1441664,YEN'S ON CLARK,YEN'S ON CLARK,2369176,Restaurant,2856 N CLARK ST,CHICAGO,IL,60657,41.934117874199998,-87.646123846699993,0,1,License,0,333.339699999999990,448.923099999999980,451.236499999999980
198,1441665,FLAT TOP GRILL,FLAT TOP GRILL,2262619,Restaurant,1400-1402 W BELMONT AVE,CHICAGO,IL,60657,41.939872615600002,-87.663945244399997,1,1,Canvass,1,213.284100000000000,370.928400000000010,311.521900000000020
199,1439639,JAKE MELNICK'S CORNER TAP,JAKE MELNICK'S CORNER TAP,27303,Restaurant,41 E SUPERIOR ST,CHICAGO,IL,60611,41.895593097599999,-87.626582486900006,1,1,Complaint,1,414.332499999999980,199.277800000000010,371.496800000000010
200,1464653,LITTLE VIETNAM RESTAURANT,LITTLE VIETNAM RESTAURANT,2320346,Restaurant,1132 W BRYN MAWR AVE,CHICAGO,IL,60660,41.983744144200003,-87.659404088900004,1,1,Canvass,0,154.087500000000010,531.678700000000050,625.165700000000020
201,1447615,CHIPOTLE, ,2289863,Restaurant,311 S WACKER DR,CHICAGO,IL,60606,41.877791648100001,-87.636524344400001,1,1,Complaint,1,413.967600000000000,1051.604800000000100,525.949299999999990
202,1441667,A PLATE ON SOUTHPORT,A PLATE,2103471,Restaurant,2819 N SOUTHPORT AVE,CHICAGO,IL,60657,41.933092413399997,-87.663435763699994,1,1,Canvass,1,622.165600000000040,553.790600000000040,351.230599999999980
203,1464652,THAT LITTLE MEXICAN CAFE II,THAT LITTLE MEXICAN CAFE,1646580,Restaurant,1055 W BRYN MAWR AVE,CHICAGO,IL,60660,41.983559425800003,-87.657382024100002,1,1,Canvass,1,405.363400000000010,588.363699999999990,291.159299999999970
