FID,Inspection,DBA_Name,AKA_Name,License__,Facility_T,Address,City,State,Zip,Latitude,Longitude,Violation,Risk1,Type,Pass1,d_13fail,d_cri14,d_sancom14
9085,1467279,MAS,MAS,2299154,Restaurant,800 W WASHINGTON,CHICAGO,IL,60607,41.883255524799999,-87.647436080099993,1,1,License,1,686.234600000000000,589.979199999999990,589.722300000000020
9086,1385297,LUNA CAFE, ,2326691,Restaurant,4413 W FULLERTON AVE,CHICAGO,IL,60639,41.924249278600001,-87.737097105900006,1,1,License,0,818.370599999999970,510.591700000000000,587.711000000000010
9087,1107170,JIN THAI CUISINE,JIN THAI CUISINE,2088985,Restaurant,5458 N BROADWAY,CHICAGO,IL,60640,41.981704762400000,-87.660163640199997,1,1,Canvass,0,604.443999999999960,561.006999999999950,584.437999999999990
9088,1459462,FRUIT PARADISE,FRUIT PARADISE,2326845,Restaurant,3234 N ELSTON AVE,CHICAGO,IL,60618,41.940110543800003,-87.699582553200003,1,1,License,1,1208.198300000000000,451.232399999999980,45.593299999999999
9089,1372512,"PANDA EXPRESS, INC","PANDA EXPRESS, INC",1649700,Restaurant,130 E RANDOLPH ST,CHICAGO,IL,60601,41.884588372000003,-87.623272561099995,0,1,Canvass,1,167.675900000000010,712.239100000000010,319.538700000000010
9090,1296876,KENTUCKY FRIED CHICKEN 521037,KENTUCKY FRIED CHICKEN 521037,1816807,Restaurant,7508 S LAFAYETTE AVE,CHICAGO,IL,60620,41.757845421299997,-87.626510947300005,1,1,Complaint,1,1233.579500000000100,656.113299999999980,86.935000000000002
9091,1459464,"CARNICERIA LA BAMBA, INC",CARNICERIA LA BAMBA,2320481,Restaurant,2459 S MILLARD AVE,CHICAGO,IL,60623,41.846297104599998,-87.715916429499998,1,1,License,1,2586.178699999999900,309.998499999999980,577.389900000000010
9092,1439285,TEMPO CAFE,TEMPO CAFE,80916,Restaurant,6 E CHESTNUT ST,CHICAGO,IL,60611,41.898431372099999,-87.628009163100003,1,1,Canvass,1,226.246500000000000,579.120599999999970,638.041100000000030
9093,1459467,ROYAL CARIBBEAN JERK,ROYAL CARIBBEAN JERK,2092903,Restaurant,2126 E 71ST ST,CHICAGO,IL,60649,41.766384217999999,-87.572694468700007,1,1,Complaint Re-Inspection,1,342.599300000000030,181.960600000000000,1028.954800000000000
9094,1459463,CULLEN'S BAR & GRILL,CULLEN'S BAR & GRILL,43177,Restaurant,3741 N SOUTHPORT AVE,CHICAGO,IL,60613,41.950075931500002,-87.663953258700005,1,1,Canvass,1,1336.361300000000000,574.714500000000040,670.584399999999960
9095,1152139,LITTLE DENNIS,LITTLE DENNIS,57689,Restaurant,3007 W 63RD ST,CHICAGO,IL,60629,41.778930007100001,-87.698599946900003,1,1,Canvass,1,757.491999999999960,355.769000000000010,430.275800000000000
9096,1459470,"FRANK'S CHICAGO SHRIMP HOUSE, INC.",FRANK'S CHICAGO SHRIMP HOUSE,2192890,Restaurant,5052 W IRVING PARK RD,CHICAGO,IL,60641,41.953442891599998,-87.754395764899996,1,1,Canvass,1,2228.842400000000000,848.794400000000000,412.271000000000020
9097,1385298,MAXWELL STREET SAUSAGE CORP.,J. SAUSAGE MAXWELL STREET,2320915,Restaurant,4948 W NORTH AVE,CHICAGO,IL,60639,41.909670083100004,-87.751213216400004,1,1,License Re-Inspection,1,937.574600000000030,341.697900000000000,377.684800000000000
9098,1459473,EL RIO RESTAURANT,EL RIO RESTAURANT,2172532,Restaurant,3246 W LAWRENCE AVE,CHICAGO,IL,60625,41.968544296099999,-87.710388275499994,1,1,Canvass,1,691.182999999999990,709.917299999999950,394.467600000000000
9099,1325014,DOMINO'S PIZZA,DOMINO'S PIZZA,2299097,Restaurant,2331 W MADISON ST,CHICAGO,IL,60612,41.881070563599998,-87.685230860399997,0,1,Consultation,1,2174.526199999999800,393.915599999999980,377.805200000000010
9100,1459474,AL'S BEEF RESTAURANT,AL'S BEEF RESTAURANT,1299201,Restaurant,169 W ONTARIO ST,CHICAGO,IL,60654,41.893080981399997,-87.633946074199997,0,1,Canvass,1,281.158000000000020,613.267500000000040,412.271000000000020
9101,1107171,PIZZERIA AROMA,PIZZERIA AROMA,1227658,Restaurant,1125 W BERWYN AVE,CHICAGO,IL,60640,41.978050200299997,-87.658928011699999,1,1,Canvass Re-Inspection,1,830.014400000000020,624.425299999999990,468.307700000000010
9102,1418288,FRESCO SWEETS &SNACKS,FRESCO SWEETS &SNACKS,2327214,Restaurant,2245 W DEVON AVE,CHICAGO,IL,60659,41.997673870299998,-87.686792629799996,1,1,License,1,139.807099999999990,429.180299999999990,657.318499999999970
9103,1453315,KAI SUSHI,KAI SUSHI,2252323,Restaurant,1255 S STATE ST,CHICAGO,IL,60605,41.865931472800000,-87.627240103299997,1,1,Canvass,1,431.765400000000000,308.150500000000020,466.299500000000020
9104,1467280,WISHBONE RESTAURANT,WISHBONE RESTAURANT,26358,Restaurant,1001 W WASHINGTON BLVD,CHICAGO,IL,60607,41.882952381000003,-87.652125238400004,1,1,Canvass,1,365.351800000000030,467.400399999999990,377.805200000000010
9105,1439286,Le Colonial,Le Colonial,47560,Restaurant,937 N RUSH ST,CHICAGO,IL,60611,41.900248755299998,-87.627117758400004,1,1,Canvass,1,469.675299999999990,273.569399999999970,547.703700000000030
9106,1418289,SERGIO'S TAQUERIA PIZZA INC.,SERGIO'S TAQUERIA PIZZA,1447363,Restaurant,3253 W BRYN MAWR AVE,CHICAGO,IL,60659,41.982933189199997,-87.710982253799997,1,1,Canvass Re-Inspection,1,1386.623399999999900,393.197999999999980,632.028599999999980
9107,1439287,SOUP BOX,SOUP BOX,1680507,Restaurant,50 E CHICAGO,CHICAGO,IL,60611,41.896814039200002,-87.626277823400002,1,1,Canvass,1,254.863400000000010,202.887200000000010,281.557000000000020
9108,1435219,WADA,NAN'S,1618026,Restaurant,2360 N LINCOLN AVE,CHICAGO,IL,60614,41.924892804000002,-87.648198397300007,1,1,Complaint,0,378.196100000000000,649.032000000000040,532.849900000000050
9109,1418290,GOLDEN WOK RESTAURANT,GOLDEN WOK RESTAURANT,2321263,Restaurant,5731 N CENTRAL AVE,CHICAGO,IL,60646,41.985809649300002,-87.768134672800002,1,1,License,1,1928.044100000000100,954.429200000000040,340.908399999999970
9110,1459465,LAS FUENTES ICE CREAM CORP,LAS FUENTES ICE CREAM,2288876,Restaurant,3107 N CENTRAL AVE,CHICAGO,IL,60634,41.937015997700001,-87.766296527799994,1,1,Canvass,0,625.691400000000040,480.693100000000020,479.641300000000000
9111,1459466,EL REY DEL TACO & BURRITO,EL REY DEL TACO & BURRITO,2043451,Restaurant,4835-4837 S ARCHER AVE,CHICAGO,IL,60632,41.805482015000003,-87.718040721899996,1,1,Canvass,0,1412.169300000000000,455.943199999999990,513.034599999999950
9112,1115239,EL TACO SABROSO INC.,EL TACO SABROSO INC.,2152526,Restaurant,8346 S PULASKI RD,CHICAGO,IL,60652,41.740746221300000,-87.721778638299995,1,1,Canvass,1,5989.570700000000200,482.060799999999970,557.413099999999990
9113,1307425,"CHABLAY'S EXPRESS & CATERING, INC",CHABLAY'S EXPRESS & CATERING.INC,2314797,Restaurant,6558 S WESTERN AVE,CHICAGO,IL,60636,41.773871250299997,-87.683643778000004,1,1,License,1,3225.875799999999800,375.277300000000030,376.701599999999980
9114,1453312,POTBELLY SANDWICH WORKS LLC,POTBELLY SANDWICH WORKS LLC,1353702,Restaurant,55 E JACKSON BLVD,CHICAGO,IL,60604,41.878147858500000,-87.625572734599999,1,1,Canvass Re-Inspection,1,408.999500000000010,780.894099999999980,628.012299999999980
9115,1459423,CHURCH'S CHICKEN # 584,CHURCH'S CHICKEN # 584,1273265,Restaurant,7102 S STONY ISLAND AVE,CHICAGO,IL,60649,41.765870800800002,-87.586468368100000,1,1,Complaint,0,2916.468499999999900,500.126300000000010,551.011700000000020
9116,1459421,SIENA TAVERN,SIENA TAVERN,2120943,Restaurant,51 W KINZIE ST,CHICAGO,IL,60654,41.889118078400003,-87.629923302799995,1,1,Complaint,1,73.484600000000000,427.422100000000000,622.346400000000020
9117,1459420,BEST SUBS #3 INC.,BEST SUB,2060154,Restaurant,5758 W BELMONT AVE,CHICAGO,IL,60634,41.938621425900003,-87.771298780899997,1,1,Canvass Re-Inspection,1,1408.332900000000100,548.943899999999990,177.410599999999990
9118,1325011,POPEYES,POPEYES,1543798,Restaurant,3457 W ROOSEVELT RD,CHICAGO,IL,60624,41.866213019000000,-87.712781649299998,1,1,Complaint,1,2076.400700000000100,294.854400000000000,331.353900000000010
9119,1435218,ANGELA'S BURRITO STYLE,ANGELA'S BURRITO STYLE,1299745,Restaurant,2556 N CLARK ST,CHICAGO,IL,60614,41.929180481899998,-87.642768977900005,1,1,Complaint,1,189.407800000000010,618.364000000000030,566.880199999999950
9120,1152134,HARDEE'S 1506026,HARDEE'S 1506026,2326901,Restaurant,4614 S DAMEN AVE,CHICAGO,IL,60609,41.809837892600001,-87.675121197999999,1,1,License,1,718.301500000000030,496.764299999999990,386.183899999999990
9121,1296871,KING GYROS,KING GYROS AND CHICKEN,2156947,Restaurant,7904 S VINCENNES AVE,CHICAGO,IL,60620,41.750619510500002,-87.634409299400005,1,1,Canvass Re-Inspection,1,1404.995600000000000,395.581700000000010,386.091600000000030
9122,1459415,Taqueria Y Restaurant Don Ramon,Taqueria y Restaurant Don Ramon,2172667,Restaurant,7020 W GRAND AVE,CHICAGO,IL,60707,41.923657083000002,-87.801656519800005,1,1,Canvass,1,1286.008399999999900,578.942699999999950,362.389500000000000
9123,1459417,ANITA'S GUMBO,ANITA'S GUMBO,2326697,Restaurant,8100 S STONY ISLAND AVE,CHICAGO,IL,60617,41.747749211699997,-87.586037416400004,0,1,License,1,939.216199999999960,531.178300000000040,186.616999999999990
9124,1387465,SOUTH CHINA KITCHEN INC.,SOUTH CHINA KITCHEN INC.,1121241,Restaurant,11631 S HALSTED ST,CHICAGO,IL,60628,41.682934212699998,-87.641934268300005,1,1,Canvass,1,2660.040399999999900,640.176199999999990,1344.783100000000100
9125,1471261,EXPRESS CAFE,EXPRESS CAFE,2298288,Restaurant,3658 W DIVERSEY AVE,CHICAGO,IL,60647,41.931990565800000,-87.719577180900004,1,1,Canvass,1,1363.743800000000000,344.425299999999990,531.037900000000040
9126,1459418,VINCE'S PIZZA,VINCE'S PIZZA,1042910,Restaurant,6217 W 63RD ST,CHICAGO,IL,60638,41.777645376899997,-87.777065958400001,1,1,Canvass,1,4408.528699999999800,1130.589999999999900,518.415200000000030
9127,1385291,EL TACONAZO RESTAURANT,FIESTA DEL SUR,1964476,Restaurant,4124 W NORTH AVE,CHICAGO,IL,60639,41.909946550299999,-87.729950371399994,1,1,Canvass Re-Inspection,0,133.837400000000000,517.957099999999970,341.050700000000010
9128,1459399,HAROLD'S CHICKEN SHACK,HAROLD'S CHICKEN SHACK,2261875,Restaurant,108 E 47TH ST,CHICAGO,IL,60653,41.809402097000003,-87.622483476599996,1,1,Complaint,1,597.750999999999980,492.347300000000020,485.821599999999990
9129,1459946,EAT-N-RUN CHICKEN & FISH,EAT-N-RUN CHICKEN & FISH,2327110,Restaurant,8233 S ASHLAND AVE,CHICAGO,IL,60620,41.743903369599998,-87.663128823400001,0,1,License,0,1688.806499999999900,374.126500000000020,721.562199999999960
9130,1459360,Subway,Subway,2203593,Restaurant,1768 W ARMITAGE AVE,CHICAGO,IL,60622,41.917960741700000,-87.672704369800002,1,1,Canvass,1,712.831400000000030,331.385400000000000,416.812299999999990
9131,1459361,IHOP,IHOP,50037,Restaurant,3760 N HALSTED ST,CHICAGO,IL,60613,41.950901157499999,-87.649771838199996,1,1,Canvass,1,631.555600000000030,492.869300000000010,803.045600000000040
9132,1459362,"TAQUERIA  MAZAMITLA, INC.","TAQUERIA  MAZAMITLA, INC.",2327177,Restaurant,3610 W BELMONT AVE,CHICAGO,IL,60618,41.939318671400002,-87.717911844699998,1,1,License,1,1702.465300000000100,344.896500000000000,709.816000000000030
9133,1459363,SERGIO'S PLACE,SERGIO'S PLACE,2303642,Restaurant,6966 W NORTH AVE,CHICAGO,IL,60707,41.909070475999997,-87.799791582799998,1,1,License,0,3754.439699999999900,811.696500000000010,379.707900000000000
9134,1307423,MCDONALD'S,MCDONALD'S,1490035,Restaurant,6900 S LAFAYETTE AVE,CHICAGO,IL,60621,41.769155335299999,-87.626812676300005,1,1,Complaint Re-Inspection,1,2105.231800000000000,527.354299999999970,98.587699999999998
9135,1459364,Dunkin Donuts,Dunkin Donuts,2202879,Restaurant,1768 W ARMITAGE AVE,CHICAGO,IL,60622,41.917960741700000,-87.672704369800002,1,1,Canvass,1,712.831400000000030,331.385400000000000,569.697999999999980
9136,1325006,Canteen @ Malcolm X College,Canteen @ Malcolm X College,1047081,Restaurant,1906 W VAN BUREN ST,CHICAGO,IL,60612,41.876339883400000,-87.674394506300004,1,1,Canvass Re-Inspection,1,1689.963400000000100,1191.419200000000000,491.899299999999980
9137,1385287,"TAQUERIA MAZAMITLA, INC.",TAQUERIA MAZAMITLA,2327178,Restaurant,5344 W FULLERTON AVE,CHICAGO,IL,60639,41.924161357499997,-87.760453938699996,1,1,License,0,475.651000000000010,334.860799999999980,512.752600000000030
9138,1459366,REHYDRATE WATER BAR + CAFE,CHICAGO SWEATLODGE/REHYDRATE WATER BAR + CAFE,1817167,Restaurant,3500-3504 N CICERO AVE,CHICAGO,IL,60641,41.944316997900003,-87.747161464100003,1,1,Canvass,1,3245.092099999999800,673.853899999999950,995.542900000000030
9139,1471258,PikoRiko,PikoRiko,2327145,Restaurant,3625 W North AVE,CHICAGO,IL,60647,41.909870483900001,-87.717772417800006,1,1,License,1,1264.116100000000000,305.903599999999980,861.349799999999960
9140,1296868,KEVIN'S HAMBURGER HEAVEN,KEVIN'S HAMBURGER HEAVEN,82474,Restaurant,554 W PERSHING RD,CHICAGO,IL,60609,41.823635998199997,-87.640821117900003,1,1,Canvass,1,2806.859199999999900,805.295499999999950,232.308600000000010
9141,1459369,CORTLAND'S GARAGE,CORTLAND'S GARAGE,1914060,Restaurant,1645 W CORTLAND ST,CHICAGO,IL,60622,41.915974566300001,-87.669621571999997,1,1,Canvass Re-Inspection,1,1277.088500000000100,526.857700000000020,473.459299999999980
9142,1459372,HARRY'S CAFE @ WMS GAMING,RIVERVIEW CAFE,2177367,Restaurant,2718 W ROSCOE ST,CHICAGO,IL,60618,41.942908937500000,-87.696418842599996,1,1,Short Form Complaint,0,1295.036900000000100,1090.987599999999900,278.587200000000000
9143,1459373,Pizza House No 1647,Pizza House No 1647,2203916,Restaurant,1647 W Cortland ST,CHICAGO,IL,60622,41.915973277200003,-87.669706023900005,1,1,Canvass,0,1257.225500000000000,525.877100000000040,568.702199999999950
9144,1459374,JAVA  THAI,JAVA  THAI,46226,Restaurant,4272 W IRVING PARK RD,CHICAGO,IL,60641,41.953670574900002,-87.735366366799994,1,1,Canvass Re-Inspection,1,3060.287499999999900,374.900399999999990,395.278300000000000
9145,1358247,SARAH & LEE'S CAFE & CATERING,SARAH & LEE'S CAFE & CATERING,22641,Restaurant,5535 W CHICAGO AVE,CHICAGO,IL,60651,41.894748349499999,-87.765056961300004,1,1,Canvass,1,1549.184700000000000,236.906499999999990,214.403799999999990
9146,1459382,Old Town Pizza Pub,Old Town Pizza Pub,1246262,Restaurant,1339 N WELLS ST,CHICAGO,IL,60610,41.906907840199999,-87.634435247499994,1,1,Canvass,0,900.040700000000020,668.461699999999950,539.537000000000030
9147,1459383,THE DRINKING BIRD,THE DRINKING BIRD,25098,Restaurant,2201 N CLYBOURN AVE,CHICAGO,IL,60614,41.921739637500004,-87.664361416899993,1,1,Canvass,1,81.148799999999994,433.530399999999990,341.022200000000000
9148,1387463,BURGER KING #1308,BURGER KING #1308,2232416,Restaurant,110 E 95TH ST,CHICAGO,IL,60619,41.721901009699998,-87.620063689399998,0,1,Short Form Complaint,1,1105.704800000000000,500.678900000000000,506.141300000000000
9149,1459387,ERICK'S TACOS,ERICK'S TACOS,2289051,Restaurant,1967-1969 W LAWRENCE AVE,CHICAGO,IL,60640,41.968650679900001,-87.678857274600006,1,1,Canvass,0,1137.475300000000100,369.073199999999990,777.312099999999990
9150,1459388,"CHICAGO SUB & GRILL INC.,","CHICAGO SUB & GRILL INC.,",1718772,Restaurant,5131 N DAMEN AVE,CHICAGO,IL,60625,41.975716732400002,-87.679245808399997,1,1,Complaint,0,2091.522100000000100,633.107999999999950,214.403799999999990
9151,1471259,"GROUND CONTROL RESTAURANT, LLC",GROUND CONTROL RESTAURANT,2129834,Restaurant,3313-3315 W ARMITAGE AVE,CHICAGO,IL,60647,41.917244598000003,-87.710844328899995,1,1,Canvass,1,823.216999999999980,623.461300000000050,1296.215099999999900
9152,1459389,LOTTIE'S PUB,LOTTIE'S PUB,31190,Restaurant,1925 W CORTLAND ST,CHICAGO,IL,60622,41.915854880500000,-87.676217909299993,1,1,Canvass,1,477.436199999999990,476.429899999999980,220.492099999999990
9153,1464243,FONDA DONA CHIO,FONDA DONA CHIO,2320941,Restaurant,6906 N CLARK ST,CHICAGO,IL,60626,42.006782082400001,-87.673597499400003,1,1,License,0,755.148599999999990,574.836599999999980,141.648300000000010
9154,1459392,BOSS BAR,BOSS BAR,25590,Restaurant,420 N CLARK ST,CHICAGO,IL,60654,41.889977686999998,-87.631227083400006,1,1,Complaint Re-Inspection,1,31.786600000000000,166.937600000000000,298.334700000000000
9155,1459393,JIMMY JOHNS,JIMMY JOHNS,2326536,Restaurant,1431 N KINGSBURY ST,CHICAGO,IL,60642,41.906930028200001,-87.650645064299994,1,1,License Re-Inspection,1,1230.959800000000100,1812.699000000000100,441.794800000000010
9156,1459397,SILVER'S SEAFOOD RESTAURANT,SILVER'S SEAFOOD RESTAURANT,1144034,Restaurant,4829 N BROADWAY,CHICAGO,IL,60640,41.969894648900002,-87.659547022100000,1,1,Canvass Re-Inspection,1,191.708300000000010,531.946500000000010,457.659499999999980
9157,1447278,GOODWIN'S, ,2263166,Restaurant,333 W WACKER DR,CHICAGO,IL,60606,41.886025412499997,-87.636297703200000,1,1,Canvass,1,676.604100000000020,709.377899999999950,861.400200000000040
9158,1459395,LA FIESTA RESTAURANT,LA FIESTA RESTAURANT,41725,Restaurant,3333 W 111TH ST,CHICAGO,IL,60655,41.691399885999999,-87.704646343700006,1,1,Complaint,1,4699.786900000000100,877.446599999999990,462.605200000000020
9159,1387464,CHOICE CHINA WOK,CHOICE CHINA WOK,2326898,Restaurant,10341 S HALSTED ST,CHICAGO,IL,60628,41.705697548600000,-87.642650312000001,1,1,License,0,2296.976600000000000,451.843300000000000,971.731400000000010
9160,1325009,"WALLACE CATFISH, INC.","WALLACE CATFISH, INC.",1954531,Restaurant,2800 W MADISON ST,CHICAGO,IL,60612,41.881185442800003,-87.696362109099994,1,1,Complaint Re-Inspection,1,1497.017599999999900,536.800899999999960,480.676400000000000
9161,1385288,SUN SUB AND CHICKEN,SUN SUB AND CHICKEN,2094313,Restaurant,321 N LARAMIE AVE,CHICAGO,IL,60644,41.886331735900001,-87.755137766199994,1,1,Complaint Re-Inspection,1,2727.858299999999900,383.586900000000010,288.543400000000020
9162,1459394,DELICIA CRUCITA CORP.,DELICIA CRUCITA,2245839,Restaurant,3810 N Central AVE,CHICAGO,IL,60634,41.949884169599997,-87.767038823700005,1,1,Canvass,1,1287.043100000000100,460.484399999999990,164.518200000000010
9163,1296869,MCDONALDS,MCDONALDS,1979615,Restaurant,7832 S WESTERN AVE,CHICAGO,IL,60620,41.750931657300001,-87.683017531900006,1,1,Complaint,1,1068.771400000000100,661.033999999999990,349.149400000000010
9164,1459398,HOMEMADE PIZZA,HOMEMADE PIZZA,1817753,Restaurant,1953 W WABANSIA AVE,CHICAGO,IL,60622,41.912204133199999,-87.677188688100003,1,1,Canvass,1,328.432099999999990,286.049800000000000,440.912300000000020
9165,1459400,CAFE SUSHI-WELLS,CAFE SUSHI-WELLS,1122833,Restaurant,1342 N WELLS ST,CHICAGO,IL,60610,41.906926209100000,-87.634729781900006,1,1,Canvass,0,914.323200000000040,646.184800000000000,166.326600000000010
9166,1464244,TAQUERIA LOS PORTALES,TAQUERIA LOS PORTALES,2309128,Restaurant,1418 W MORSE AVE,CHICAGO,IL,60626,42.008002744000002,-87.666719159500005,1,1,Complaint Re-Inspection,1,166.202699999999990,330.876899999999980,139.300900000000010
9167,1307424,"MANOLOS TAMALES, INC. #2","MANOLOS TAMALES, INC. #2",1873306,Restaurant,4706 W 63RD ST,CHICAGO,IL,60629,41.778565213199997,-87.740130498699997,1,1,Complaint,1,2768.772899999999900,466.095700000000020,362.552700000000020
9168,1459401,TACO & BURRITO HOUSE,TACO & BURRITO HOUSE,2203443,Restaurant,3939 N BROADWAY,CHICAGO,IL,60613,41.953921907999998,-87.649955634799994,1,1,Complaint,1,751.970900000000030,526.416000000000050,330.560700000000000
9169,1459403,"NADIA FISH & CHICKEN, INC","NADIA FISH & CHICKEN, INC",1985943,Restaurant,2704 E 75TH ST,CHICAGO,IL,60649,41.760059860200002,-87.558489862100004,1,1,Complaint Re-Inspection,1,1903.036499999999900,256.999500000000010,558.955000000000040
9170,1459406,ROSDED  RESTAURANT,ROSDED  RESTAURANT,2177423,Restaurant,2308 W LELAND AVE,CHICAGO,IL,60625,41.966824434099998,-87.687892837999996,1,1,Canvass,0,514.103899999999950,439.899000000000000,999.599399999999950
9171,1459404,ROSATIS PIZZA,ROSATIS PIZZA,2327356,Restaurant,3150 W 111TH ST,CHICAGO,IL,60655,41.691681606499998,-87.700431913399996,0,1,License,1,4095.227300000000000,1100.536400000000000,180.890199999999990
9172,1459402,TEE'S SNACK SHOP,TEE'S SNACK SHOP,1968666,Restaurant,5118 W MADISON ST,CHICAGO,IL,60644,41.880503882600003,-87.753356276500000,1,1,Canvass,1,1783.100500000000000,450.744599999999990,530.455100000000020
9173,1439281,"RITZ-CARLTON RESIDENCES, CHICAGO",LANDMARK CLUB,2137766,Restaurant,118 E ERIE ST,CHICAGO,IL,60611,41.894242854500000,-87.624408575199993,1,1,Canvass,1,247.411499999999990,825.690799999999970,818.180299999999990
9174,1325010,DOMINO'S PIZZA,DOMINO'S PIZZA,2299097,Restaurant,2331 W MADISON ST,CHICAGO,IL,60612,41.881070563599998,-87.685230860399997,1,1,Canvass Re-Inspection,1,2174.526199999999800,393.915599999999980,560.448800000000010
9175,1459405,BLUE STAR BISTRO & WINE BAR,BLUE STAR BISTRO & WINE BAR,2003381,Restaurant,1209-11 N NOBLE ST,CHICAGO,IL,60642,41.903725477400002,-87.662474063600001,1,1,Canvass,1,1521.714300000000100,254.741999999999990,283.281299999999990
